timestamp,label,alpha_absolute_ch1,alpha_absolute_ch2,alpha_absolute_ch3,alpha_absolute_ch4,beta_absolute_ch1,beta_absolute_ch2,beta_absolute_ch3,beta_absolute_ch4,delta_absolute_ch1,delta_absolute_ch2,delta_absolute_ch3,delta_absolute_ch4,theta_absolute_ch1,theta_absolute_ch2,theta_absolute_ch3,theta_absolute_ch4,gamma_absolute_ch1,gamma_absolute_ch2,gamma_absolute_ch3,gamma_absolute_ch4,alpha_relative_ch1,alpha_relative_ch2,alpha_relative_ch3,alpha_relative_ch4,beta_relative_ch1,beta_relative_ch2,beta_relative_ch3,beta_relative_ch4,delta_relative_ch1,delta_relative_ch2,delta_relative_ch3,delta_relative_ch4,theta_relative_ch1,theta_relative_ch2,theta_relative_ch3,theta_relative_ch4,gamma_relative_ch1,gamma_relative_ch2,gamma_relative_ch3,gamma_relative_ch4,alpha_session_score_ch1,alpha_session_score_ch2,alpha_session_score_ch3,alpha_session_score_ch4,beta_session_score_ch1,beta_session_score_ch2,beta_session_score_ch3,beta_session_score_ch4,delta_session_score_ch1,delta_session_score_ch2,delta_session_score_ch3,delta_session_score_ch4,theta_session_score_ch1,theta_session_score_ch2,theta_session_score_ch3,theta_session_score_ch4,gamma_session_score_ch1,gamma_session_score_ch2,gamma_session_score_ch3,gamma_session_score_ch4
1542223451,0,0.38972342,0.336607158,0.29818815,1.078720808,0.548121691,1.067093372,0.055079374,0.992899716,1.1461519,1.485541344,1.795815706,1.753560066,0.787995994,0.487972975,1.248870969,1.523484111,0.420581222,1.127518296,-0.115036778,1.174445868,0.085302822,0.035634145,0.023621378,0.094503231,0.122846179,0.191581041,0.013495733,0.077557817,0.486846268,0.502111912,0.742904067,0.446977824,0.213420406,0.050493117,0.210857004,0.26315397,0.091584332,0.220179796,0.009121795,0.117807172,0.12328767,0.024691358,0.375,0.894117653,0.256097555,1,0.039215688,1,0,0.516853929,0.918032765,1,0.397590369,0.109999999,0.965811968,1,0.311111122,1,0.042857144,1
1542223451,0,0.38972342,0.336607158,0.29818815,1.078720808,0.548121691,1.067093372,0.055079374,0.992899716,1.1461519,1.485541344,1.795815706,1.753560066,0.787995994,0.487972975,1.248870969,1.523484111,0.420581222,1.127518296,-0.115036778,1.174445868,0.085302822,0.035634145,0.023621378,0.094503231,0.122846179,0.191581041,0.013495733,0.077557817,0.486846268,0.502111912,0.742904067,0.446977824,0.213420406,0.050493117,0.210857004,0.26315397,0.091584332,0.220179796,0.009121795,0.117807172,0.12328767,0.024691358,0.380281687,0.894117653,0.256097555,1,0.039215688,1,0,0.516853929,0.918032765,1,0.397590369,0.109999999,0.965811968,1,0.311111122,1,0.042857144,1
1542223451,0,0.38972342,0.336607158,0.29818815,1.078720808,0.548121691,1.067093372,0.055079374,0.992899716,1.1461519,1.485541344,1.795815706,1.753560066,0.787995994,0.487972975,1.248870969,1.523484111,0.420581222,1.127518296,-0.115036778,1.174445868,0.085302822,0.035634145,0.023621378,0.094503231,0.122846179,0.191581041,0.013495733,0.077557817,0.486846268,0.502111912,0.742904067,0.446977824,0.213420406,0.050493117,0.210857004,0.26315397,0.091584332,0.220179796,0.009121795,0.117807172,0.12328767,0.024691358,0.380281687,0.894117653,0.256097555,1,0.039215688,1,0,0.516853929,0.918032765,1,0.397590369,0.109999999,0.965811968,1,0.311111122,1,0.042857144,1
1542223451,0,0.38972342,0.336607158,0.29818815,1.078720808,0.548121691,1.067093372,0.055079374,0.992899716,1.1461519,1.485541344,1.795815706,1.753560066,0.787995994,0.487972975,1.248870969,1.523484111,0.420581222,1.127518296,-0.115036778,1.174445868,0.085302822,0.035634145,0.023621378,0.094503231,0.122846179,0.191581041,0.013495733,0.077557817,0.486846268,0.502111912,0.742904067,0.446977824,0.213420406,0.050493117,0.210857004,0.26315397,0.091584332,0.220179796,0.009121795,0.117807172,0.12328767,0.024691358,0.380281687,0.915662646,0.256097555,1,0.039215688,1,0,0.516853929,0.918032765,1,0.397590369,0.109999999,0.965811968,1,0.311111122,1,0.042857144,1
1542223451,0,0.38972342,0.336607158,0.29818815,1.078720808,0.548121691,1.067093372,0.055079374,0.992899716,1.1461519,1.485541344,1.795815706,1.753560066,0.787995994,0.487972975,1.248870969,1.523484111,0.420581222,1.127518296,-0.115036778,1.174445868,0.085302822,0.035634145,0.023621378,0.094503231,0.122846179,0.191581041,0.013495733,0.077557817,0.486846268,0.502111912,0.742904067,0.446977824,0.213420406,0.050493117,0.210857004,0.26315397,0.091584332,0.220179796,0.009121795,0.117807172,0.12328767,0.024691358,0.380281687,0.915662646,0.256097555,1,0.039215688,1,0,0.516853929,0.918032765,1,0.397590369,0.109999999,0.965811968,1,0.311111122,1,0.028985508,1
1542223451,0,0.38972342,0.336607158,0.29818815,1.078720808,0.548121691,1.067093372,0.055079374,0.992899716,1.1461519,1.485541344,1.795815706,1.753560066,0.787995994,0.487972975,1.248870969,1.523484111,0.420581222,1.127518296,-0.115036778,1.174445868,0.085302822,0.035634145,0.023621378,0.094503231,0.122846179,0.191581041,0.013495733,0.077557817,0.486846268,0.502111912,0.742904067,0.446977824,0.213420406,0.050493117,0.210857004,0.26315397,0.091584332,0.220179796,0.009121795,0.117807172,0.12328767,0.024691358,0.380281687,0.915662646,0.256097555,1,0.039215688,1,0,0.516853929,0.925619841,1,0.397590369,0.109999999,0.965811968,1,0.311111122,1,0.028985508,1
1542223451,0,0.38972342,0.336607158,0.237668261,1.078720808,0.548121691,1.067093372,0.023229534,0.992899716,1.1461519,1.485541344,1.817450881,1.753560066,0.787995994,0.487972975,1.265654564,1.523484111,0.420581222,1.127518296,-0.160572201,1.174445868,0.085302822,0.035634145,0.019733367,0.094503231,0.122846179,0.191581041,0.01204377,0.077557817,0.486846268,0.502111912,0.749866307,0.446977824,0.213420406,0.050493117,0.210468665,0.26315397,0.091584332,0.220179796,0.007887888,0.117807172,0.12328767,0.024691358,0.295774639,0.915662646,0.256097555,1,0,1,0,0.516853929,0.942148745,1,0.397590369,0.109999999,0.974358976,1,0.311111122,1,0,1
1542223451,0,0.38972342,0.336607158,0.204537883,1.078720808,0.548121691,1.067093372,0.013467155,0.992899716,1.1461519,1.485541344,1.850121021,1.753560066,0.787995994,0.487972975,1.275532961,1.523484111,0.420581222,1.127518296,-0.210947335,1.174445868,0.085302822,0.035634145,0.017235279,0.094503231,0.122846179,0.191581041,0.011100628,0.077557817,0.486846268,0.502111912,0.762081563,0.446977824,0.213420406,0.050493117,0.202961385,0.26315397,0.091584332,0.220179796,0.006621145,0.117807172,0.12328767,0.024691358,0.239436626,0.915662646,0.256097555,1,0,1,0,0.516853929,0.975206614,1,0.397590369,0.109999999,0.982905984,1,0.311111122,1,0,1
1542223451,0,0.38972342,0.336607158,0.181217998,1.040041685,0.548121691,1.067093372,0.025658695,0.928038418,1.1461519,1.485541344,1.878996134,1.790748954,0.787995994,0.487972975,1.262740374,1.522054553,0.420581222,1.127518296,-0.258937031,1.109143615,0.085302822,0.035634145,0.015627511,0.086119995,0.122846179,0.191581041,0.010922713,0.066542752,0.486846268,0.502111912,0.779233992,0.485077679,0.213420406,0.050493117,0.188543782,0.261286438,0.091584332,0.220179796,0.005671981,0.100973137,0.12328767,0.024691358,0.211267605,0.867469907,0.256097555,1,0,1,0,0.516853929,1,1,0.397590369,0.109999999,0.974137902,1,0.311111122,1,0,1
1542223451,0,0.38972342,0.336607158,0.178271785,1.040041685,0.548121691,1.067093372,0.050282951,0.928038418,1.1461519,1.485541344,1.881742239,1.790748954,0.787995994,0.487972975,1.217677951,1.522054553,0.420581222,1.127518296,-0.295244277,1.109143615,0.085302822,0.035634145,0.015735272,0.086119995,0.122846179,0.191581041,0.011718862,0.066542752,0.486846268,0.502111912,0.794959009,0.485077679,0.213420406,0.050493117,0.172298059,0.261286438,0.091584332,0.220179796,0.005288813,0.100973137,0.12328767,0.024691358,0.211267605,0.867469907,0.256097555,1,0.05882353,1,0,0.516853929,1,1,0.397590369,0.109999999,0.931034505,1,0.311111122,1,0,1
1542223452,0,0.38972342,0.336607158,0.178271785,1.040041685,0.548121691,1.067093372,0.050282951,0.928038418,1.1461519,1.485541344,1.881742239,1.790748954,0.787995994,0.487972975,1.217677951,1.522054553,0.420581222,1.127518296,-0.295244277,1.109143615,0.085302822,0.035634145,0.015735272,0.086119995,0.122846179,0.191581041,0.011718862,0.066542752,0.486846268,0.502111912,0.794959009,0.485077679,0.213420406,0.050493117,0.172298059,0.261286438,0.091584332,0.220179796,0.005288813,0.100973137,0.12328767,0.024691358,0.211267605,0.867469907,0.256097555,1,0.05882353,1,0,0.516853929,1,1,0.397590369,0.109999999,0.931034505,1,0.311111122,1,0,1
1542223452,0,0.38972342,0.336607158,0.178271785,1.040041685,0.548121691,1.067093372,0.050282951,0.928038418,1.1461519,1.485541344,1.881742239,1.790748954,0.787995994,0.487972975,1.217677951,1.522054553,0.420581222,1.127518296,-0.295244277,1.109143615,0.085302822,0.035634145,0.015735272,0.086119995,0.122846179,0.191581041,0.011718862,0.066542752,0.486846268,0.502111912,0.794959009,0.485077679,0.213420406,0.050493117,0.172298059,0.261286438,0.091584332,0.220179796,0.005288813,0.100973137,0.12328767,0.024691358,0.211267605,0.867469907,0.256097555,1,0.05882353,1,0,0.516853929,1,1,0.397590369,0.109999999,0.931034505,1,0.311111122,1,0,1
1542223452,0,0.38972342,0.336607158,0.178271785,1.040041685,0.548121691,1.067093372,0.050282951,0.928038418,1.1461519,1.485541344,1.881742239,1.790748954,0.787995994,0.487972975,1.217677951,1.522054553,0.420581222,1.127518296,-0.295244277,1.109143615,0.085302822,0.035634145,0.015735272,0.086119995,0.122846179,0.191581041,0.011718862,0.066542752,0.486846268,0.502111912,0.794959009,0.485077679,0.213420406,0.050493117,0.172298059,0.261286438,0.091584332,0.220179796,0.005288813,0.100973137,0.12328767,0.024691358,0.211267605,0.867469907,0.256097555,1,0.05882353,1,0,0.516853929,1,1,0.397590369,0.109999999,0.931034505,1,0.311111122,1,0,1
1542223452,0,0.38972342,0.336607158,0.178271785,1.040041685,0.548121691,1.067093372,0.050282951,0.928038418,1.1461519,1.485541344,1.881742239,1.790748954,0.787995994,0.487972975,1.217677951,1.522054553,0.420581222,1.127518296,-0.295244277,1.109143615,0.085302822,0.035634145,0.015735272,0.086119995,0.122846179,0.191581041,0.011718862,0.066542752,0.486846268,0.502111912,0.794959009,0.485077679,0.213420406,0.050493117,0.172298059,0.261286438,0.091584332,0.220179796,0.005288813,0.100973137,0.12328767,0.024691358,0.211267605,0.867469907,0.256097555,1,0.05882353,1,0,0.516853929,1,1,0.397590369,0.109999999,0.931034505,1,0.311111122,1,0,1
1542223452,0,0.38972342,0.336607158,-0.29955855,1.040041685,0.548121691,1.067093372,-0.130574122,0.928038418,1.1461519,1.485541344,0.309313834,1.790748954,0.787995994,0.487972975,0.305986136,1.522054553,0.420581222,1.127518296,-0.376203418,1.109143615,0.085302822,0.035634145,0.08764755,0.086119995,0.122846179,0.191581041,0.12933743,0.066542752,0.486846268,0.502111912,0.356132984,0.485077679,0.213420406,0.050493117,0.353414595,0.261286438,0.091584332,0.220179796,0.073467448,0.100973137,0.12328767,0.024691358,0,0.867469907,0.256097555,1,0,1,0,0.516853929,0,1,0.397590369,0.109999999,0.146551728,1,0.311111122,1,0,1
1542223452,0,0.483354092,0.336607158,-0.281826586,-0.090437673,0.540447772,1.067093372,-0.116699494,0.259573728,1.81116128,1.485541344,0.292540014,0.881974339,1.002811909,0.487972975,0.280585468,0.167703226,0.301159471,1.127518296,-0.398825258,0.199987963,0.036527034,0.035634145,0.094070353,0.061024044,0.04165893,0.191581041,0.137587786,0.136619404,0.777001023,0.502111912,0.353036314,0.572681308,0.120801464,0.050493117,0.343451023,0.110571168,0.024011528,0.220179796,0.071854517,0.119104072,0.246575341,0.024691358,0,0,0.243902445,1,0,0,0.848101258,0.516853929,0,0.179245278,0.6506024,0.109999999,0.12931034,0,0.222222224,1,0,0
1542223452,3,0.484118015,0.336607158,-0.281826586,-0.080635048,0.523268461,1.067093372,-0.105893262,0.262676209,1.854468465,1.485541344,0.288783312,0.845779419,0.983493567,0.487972975,0.253619909,0.187137321,0.297487348,1.127518296,-0.408281356,0.244184747,0.034055345,0.035634145,0.096166626,0.064057074,0.037267972,0.191581041,0.144197479,0.141214192,0.798979759,0.502111912,0.357795,0.54073137,0.107537724,0.050493117,0.32996726,0.118669599,0.022159228,0.220179796,0.071873628,0.135327756,0.246575341,0.024691358,0,0,0.219512194,1,0,0,0.898734152,0.516853929,0,0.141509429,0.626506031,0.109999999,0.103448279,0,0.222222224,1,0,0.053571429
1542223452,3,0.484118015,0.336607158,-0.281826586,-0.080635048,0.510106146,1.067093372,-0.095967509,0.25923267,1.87261045,1.485541344,0.296206683,0.860865891,0.949359834,0.487972975,0.232956201,0.17379038,0.307271481,1.127518296,-0.409234643,0.276280791,0.033213481,0.035634145,0.096745931,0.062507682,0.035261642,0.191581041,0.148419768,0.136710271,0.812469184,0.502111912,0.366155833,0.546303928,0.096951872,0.050493117,0.316530436,0.112294592,0.022103846,0.220179796,0.072148055,0.142183512,0.25,0.024691358,0,0,0.207317069,1,0,0,0.924050629,0.516853929,0,0.160377353,0.590361416,0.109999999,0.086956523,0,0.222222224,1,0,0.107142858
1542223452,3,0.484118015,0.336607158,-0.281826586,-0.058663253,0.499873102,1.067093372,-0.086148232,0.259126335,1.866163254,1.485541344,0.30911091,1.019018412,0.906255126,0.487972975,0.221704766,0.150409505,0.321436495,1.127518296,-0.406118363,0.294502348,0.033933595,0.035634145,0.096086659,0.052879903,0.035187218,0.191581041,0.150779188,0.109920889,0.817852616,0.502111912,0.374628276,0.632371545,0.089694746,0.050493117,0.306333452,0.085578248,0.023331806,0.220179796,0.072172426,0.119249411,0.25,0.024691358,0,0,0.195121944,1,0,0,0.911392391,0.516853929,0,0.311320752,0.530120492,0.109999999,0.078260869,0,0.237037033,1,0,0.142857149
1542223452,3,0.484118015,0.336607158,-0.281826586,-0.058318485,0.490431845,1.067093372,-0.076740451,0.267806172,1.839675426,1.485541344,0.318487406,1.297671556,0.865145504,0.487972975,0.216790602,0.121057533,0.333374888,1.127518296,-0.402317166,0.297562659,0.035969384,0.035634145,0.095261142,0.033786375,0.036496129,0.191581041,0.152757272,0.071592286,0.815624714,0.502111912,0.379515707,0.766887486,0.086488917,0.050493117,0.300284505,0.051064324,0.025420837,0.220179796,0.072181374,0.076669514,0.239436626,0.024691358,0,0,0.182926834,1,0,0,0.886075974,0.516853929,0,0.557692289,0.481927723,0.109999999,0.069565214,0,0.244444445,1,0,0.160714284
1542223452,3,0.484118015,0.336607158,-0.281826586,-0.058318485,0.482200176,1.067093372,-0.070435323,0.285285056,1.802368045,1.485541344,0.318021327,1.592180729,0.829490423,0.487972975,0.209960446,0.088609762,0.339564532,1.127518296,-0.397037596,0.290263742,0.03885546,0.035634145,0.095449738,0.019394983,0.038684253,0.191581041,0.155298054,0.042785134,0.808541,0.502111912,0.379859209,0.867338419,0.086064577,0.050493117,0.296184123,0.027203051,0.027854705,0.220179796,0.073208876,0.043278441,0.239436626,0.024691358,0,0,0.170731708,1,0,0,0.83544302,0.516853929,0,0.846153855,0.445783138,0.109999999,0.069565214,0,0.251851857,1,0,0.127272725
1542223453,3,0.484118015,0.336607158,-0.281826586,-0.033950817,0.472608209,1.067093372,-0.069467284,0.308837473,1.762640834,1.485541344,0.305927813,1.847486258,0.796105683,0.487972975,0.195835143,0.062014807,0.339721978,1.127518296,-0.390010983,0.276982695,0.042137202,0.035634145,0.097235911,0.012105884,0.041035138,0.191581041,0.158557206,0.026655376,0.800181627,0.502111912,0.376340598,0.921369016,0.086427778,0.050493117,0.292070985,0.015099485,0.030218273,0.220179796,0.0757953,0.02477023,0.239436626,0.024691358,0,0,0.158536583,1,0,0,0.784810126,0.516853929,0,1,0.397590369,0.109999999,0.052173913,0,0.251851857,1,0,0.09259259
1542223453,3,0.484118015,0.336607158,-0.281826586,-0.033950817,0.464080632,1.067093372,-0.073694527,0.308837473,1.725213408,1.485541344,0.284389496,1.847486258,0.769129515,0.487972975,0.174238592,0.062014807,0.335121155,1.127518296,-0.382607579,0.276982695,0.045425709,0.035634145,0.100513712,0.012105884,0.043377478,0.191581041,0.162314504,0.026655376,0.791401982,0.502111912,0.37020421,0.921369016,0.087561503,0.050493117,0.287270129,0.015099485,0.032233305,0.220179796,0.079697423,0.02477023,0.22857143,0.024691358,0,0,0.146341458,1,0,0,0.734177232,0.516853929,0,1,0.365853667,0.109999999,0.034782607,0,0.244444445,1,0,0.09259259
1542223453,3,0.485951573,0.336607158,-0.281826586,-0.033950817,0.45654586,1.067093372,-0.080516182,0.308837473,1.691927552,1.485541344,0.257626534,1.847486258,0.744208992,0.487972975,0.147987589,0.062014807,0.326646119,1.127518296,-0.374577165,0.276982695,0.048760485,0.035634145,0.104703605,0.012105884,0.045568246,0.191581041,0.166445494,0.026655376,0.783509076,0.502111912,0.362589121,0.921369016,0.088374183,0.050493117,0.281692833,0.015099485,0.033788007,0.220179796,0.08456897,0.02477023,0.22857143,0.024691358,0,0,0.134146348,1,0,0,0.696202517,0.516853929,0,1,0.329268306,0.109999999,0.00877193,0,0.24242425,1,0,0.09259259
