1542223145.80739,1542223153.4531012
1542223156.90862,1542223160.276775
1542223161.044644,1542223163.772725
1542223165.996633,1542223168.740638
1542223169.988323,1542223172.1723762
1542223173.316441,1542223175.780333
1542223176.67615,1542223179.020267
1542223180.2360818,1542223182.75607
1542223183.939892,1542223185.740017
1542223186.81994,1542223188.6279402
1542223189.77184,1542223191.627979
1542223192.76382,1542223194.683808
1542223195.8836238,1542223199.019535
1542223200.5555332,1542223203.49154
1542223205.131155,1542223207.6512809
1542223209.443168,1542223211.755216
1542223213.4990652,1542223216.4510112
1542223218.474899,1542223221.48288
1542223223.066785,1542223225.8187342
1542223227.898664,1542223230.1866539
1542223232.586556,1542223235.3464189
1542223237.314382,1542223240.2102962
1542223241.570227,1542223244.426089
1542223245.922018,1542223248.969996
1542223250.202039,1542223252.681843
1542223253.769773,1542223257.74946
1542223259.9016142,1542223262.4855418
1542223264.517403,1542223266.341434
1542223268.877345,1542223271.309056
1542223273.1412659,1542223275.16517
1542223276.877105,1542223278.469066
1542223281.28494,1542223283.620973
1542223287.004821,1542223288.756802
