timestamp,alpha_absolute_ch1,alpha_absolute_ch2,alpha_absolute_ch3,alpha_absolute_ch4,beta_absolute_ch1,beta_absolute_ch2,beta_absolute_ch3,beta_absolute_ch4,delta_absolute_ch1,delta_absolute_ch2,delta_absolute_ch3,delta_absolute_ch4,theta_absolute_ch1,theta_absolute_ch2,theta_absolute_ch3,theta_absolute_ch4,gamma_absolute_ch1,gamma_absolute_ch2,gamma_absolute_ch3,gamma_absolute_ch4,alpha_relative_ch1,alpha_relative_ch2,alpha_relative_ch3,alpha_relative_ch4,beta_relative_ch1,beta_relative_ch2,beta_relative_ch3,beta_relative_ch4,delta_relative_ch1,delta_relative_ch2,delta_relative_ch3,delta_relative_ch4,theta_relative_ch1,theta_relative_ch2,theta_relative_ch3,theta_relative_ch4,gamma_relative_ch1,gamma_relative_ch2,gamma_relative_ch3,gamma_relative_ch4,alpha_session_score_ch1,alpha_session_score_ch2,alpha_session_score_ch3,alpha_session_score_ch4,beta_session_score_ch1,beta_session_score_ch2,beta_session_score_ch3,beta_session_score_ch4,delta_session_score_ch1,delta_session_score_ch2,delta_session_score_ch3,delta_session_score_ch4,theta_session_score_ch1,theta_session_score_ch2,theta_session_score_ch3,theta_session_score_ch4,gamma_session_score_ch1,gamma_session_score_ch2,gamma_session_score_ch3,gamma_session_score_ch4,label
1542224531.4323200,0.179996967,0.655685425,0.364219815,0.42729795,0.353828967,0.717070758,0.191526517,0.781807303,0.81334585,1.046891332,1.691763401,-0.113978401,0.16680035,0.496666223,1.091026545,0.255097836,0.294669658,0.705877721,0.320689321,0.666499853,0.110335223,0.155538738,0.034285855,0.167871967,0.164644092,0.179152921,0.023036776,0.379741043,0.474310845,0.382863909,0.728884399,0.048272725,0.107032962,0.107849807,0.182777092,0.112921864,0.143676862,0.174594611,0.031015908,0.291192412,0,0.620253146,0.32432431,0.352941185,0,0.75999999,0,0.408163279,0.508474588,0.155555561,0.90196079,0,0.05050505,0.261363626,0.872548997,0.341269851,0,0.855555534,0.742857158,0.419999987,
1542224531.5159300,0.307752341,0.652377129,0.36269325,0.573606551,0.366240531,0.705905795,0.191032782,0.779429674,0.959374607,1.003868341,1.655268908,0.346362293,0.324708849,0.552195489,1.039957762,0.419724643,0.283093125,0.70155859,0.304112166,0.681421101,0.116112538,0.158944741,0.037149873,0.192964211,0.132851765,0.179793835,0.025020549,0.309955895,0.520596683,0.357056826,0.728673518,0.114349037,0.120735683,0.126201481,0.176694006,0.135392591,0.109703355,0.178003117,0.032462072,0.247338265,0,0.620253146,0.315068483,0.529411793,0,0.74666667,0,0.408163279,0.635593235,0.111111112,0.862745106,0.17741935,0.212121218,0.329545468,0.823529422,0.476190478,0,0.855555534,0.685714304,0.460000008,
1542224531.6035900,0.429923326,0.623894155,0.348578542,0.685898125,0.400792927,0.701173246,0.201711521,0.780487776,1.201359749,0.951923072,1.591850877,0.803823769,0.595082939,0.621003866,0.958704829,0.667338252,0.29108718,0.690737426,0.282280326,0.711283863,0.099679396,0.154254526,0.041397713,0.179414853,0.093212679,0.184296474,0.029519523,0.223073557,0.588900328,0.32829693,0.724850833,0.235387862,0.145802513,0.153231353,0.168695167,0.171908975,0.072405115,0.179920703,0.035536785,0.190214738,0.196721315,0.58227849,0.301369876,0.65882355,0,0.74666667,0,0.408163279,0.838983059,0.055555556,0.810000002,0.552845538,0.484848499,0.395348847,0.75,0.666666687,0,0.844444454,0.628571451,0.519999981,
1542224531.7191500,0.485774934,0.697469413,0.386226058,0.773289204,0.444199264,0.705775261,0.223265514,0.783578753,1.446275592,0.898092449,1.506261468,1.166926861,0.856217086,0.704430699,0.860402405,0.91044575,0.322009414,0.675914466,0.25754568,0.754800022,0.071064055,0.179397449,0.053780597,0.146433711,0.064576477,0.182861432,0.03695431,0.149944544,0.648859501,0.284734011,0.709024191,0.362475604,0.166760087,0.182296172,0.160251454,0.200815693,0.04873988,0.170710936,0.039989434,0.140330449,0.27868852,0.670886099,0.333333343,0.764705896,0,0.756756783,0.034482758,0.408163279,1,0,0.720000029,0.845528483,0.74747473,0.488372087,0.649999976,0.865079343,0,0.831460655,0.571428597,0.600000024,
1542224531.8044700,0.502867341,0.721515357,0.423416048,0.773289204,0.485769361,0.715054929,0.249578893,0.783578753,1.640251994,0.849846542,1.42143476,1.166926861,1.052012205,0.784843922,0.783904135,0.91044575,0.363232195,0.659367502,0.231673107,0.754800022,0.050128933,0.18682237,0.06867598,0.146433711,0.048193719,0.184063837,0.046022236,0.149944544,0.687817335,0.251049906,0.683633924,0.362475604,0.17751427,0.216151118,0.157504499,0.200815693,0.03634572,0.161912754,0.044163343,0.140330449,0.311475396,0.708860755,0.388888896,0.764705896,0,0.770270288,0.086206898,0.408163279,1,0,0.639999986,0.845528483,0.948979616,0.581395328,0.575757563,0.865079343,0.063492067,0.820224702,0.485714287,0.600000024,
1542224531.8936300,0.51328361,0.699052691,0.465282679,0.773289204,0.522054851,0.722001374,0.275408268,0.783578753,1.770182729,0.80816406,1.372416139,1.166926861,1.179994106,0.846882403,0.768896282,0.91044575,0.40212974,0.640974879,0.207575068,0.754800022,0.039209243,0.17792955,0.081399716,0.146433711,0.040009189,0.18758443,0.052571271,0.149944544,0.708414733,0.228749126,0.657288969,0.362475604,0.182011545,0.250079304,0.16377081,0.200815693,0.030355306,0.155657575,0.044969212,0.140330449,0.327868849,0.683544278,0.444444448,0.764705896,0.03125,0.783783793,0.120689653,0.408163279,1,0,0.589999974,0.845528483,1,0.651162803,0.565656543,0.865079343,0.129032254,0.797752798,0.428571433,0.600000024,
1542224532.0296900,0.51328361,0.691507339,0.475553364,0.773289204,0.522054851,0.725177526,0.295757979,0.783578753,1.770182729,0.770184398,1.374049664,1.166926861,1.179994106,0.886762619,0.804914415,0.91044575,0.40212974,0.618877709,0.190765664,0.754800022,0.039209243,0.175657615,0.081761442,0.146433711,0.040009189,0.189817891,0.054044705,0.149944544,0.708414733,0.210544571,0.647209406,0.362475604,0.182011545,0.275373578,0.174545884,0.200815693,0.030355306,0.148606345,0.042438578,0.140330449,0.327868849,0.666666687,0.458333343,0.764705896,0.015873017,0.780821919,0.155172408,0.408163279,1,0,0.585858583,0.845528483,1,0.697674394,0.591836751,0.864000022,0.129032254,0.775280893,0.382352948,0.600000024,
1542224532.1053900,0.51328361,0.691507339,0.46937415,0.773289204,0.522054851,0.726426959,0.311486304,0.783578753,1.770182729,0.737804234,1.404582977,1.166926861,1.179994106,0.905850887,0.84901309,0.91044575,0.40212974,0.591653883,0.185970396,0.754800022,0.039209243,0.17765376,0.075603895,0.146433711,0.040009189,0.192528069,0.052560117,0.149944544,0.708414733,0.197638407,0.651257873,0.362475604,0.182011545,0.291016728,0.181210384,0.200815693,0.030355306,0.141163036,0.039367732,0.140330449,0.327868849,0.666666687,0.458333343,0.773809552,0.015873017,0.780821919,0.18965517,0.408163279,1,0,0.616161644,0.845528483,1,0.720930219,0.642857134,0.870967746,0.131147534,0.741573036,0.352941185,0.600000024,
1542224532.2304700,0.51328361,0.697624624,0.453044802,0.773289204,0.522054851,0.728653491,0.325673908,0.783578753,1.770182729,0.732287586,1.436040282,1.166926861,1.179994106,0.912717938,0.874669492,0.91044575,0.40212974,0.560852408,0.193486631,0.754800022,0.039209243,0.18089956,0.068718784,0.146433711,0.040009189,0.194297135,0.051251262,0.149944544,0.708414733,0.195929781,0.66080147,0.362475604,0.182011545,0.296845764,0.181426272,0.200815693,0.030355306,0.13202776,0.037802219,0.140330449,0.327868849,0.666666687,0.430555552,0.783132553,0.015873017,0.794520557,0.206896558,0.408163279,1,0,0.653061211,0.845528483,1,0.732558131,0.659793794,0.870967746,0.131147534,0.707865179,0.393939406,0.600000024,
1542224532.3073800,0.51328361,0.697624624,0.445594877,0.773289204,0.522054851,0.746035099,0.340268046,0.783578753,1.770182729,0.737653434,1.462505579,1.166926861,1.179994106,0.937534094,0.884590328,0.91044575,0.40212974,0.535274625,0.207221165,0.754800022,0.039209243,0.177304775,0.064486288,0.146433711,0.040009189,0.198212415,0.050598837,0.149944544,0.708414733,0.194423705,0.670468032,0.362475604,0.182011545,0.308056116,0.177199632,0.200815693,0.030355306,0.122002982,0.0372472,0.140330449,0.327868849,0.662337661,0.416666657,0.783132553,0.015873017,0.808219194,0.241379306,0.408163279,1,0,0.683673441,0.845528483,1,0.755813956,0.670103073,0.870967746,0.131147534,0.674157321,0.454545468,0.591836751,
1542224532.3957300,0.51328361,0.697624624,0.43863374,0.761118948,0.522054851,0.76344347,0.360400259,0.777358055,1.770182729,0.743283927,1.487037778,1.216714144,1.179994106,0.961811602,0.893957496,0.957532704,0.40212974,0.50958389,0.219656035,0.770593941,0.039209243,0.17359896,0.060711641,0.133565843,0.040009189,0.202006787,0.050703563,0.138654664,0.708414733,0.192844123,0.678697109,0.381320894,0.182011545,0.318958431,0.173219085,0.209946737,0.030355306,0.112591699,0.036668591,0.136511862,0.327868849,0.662337661,0.408450693,0.771084309,0.016129032,0.83561641,0.280701756,0.387755096,1,0,0.70103091,0.893442631,1,0.790697694,0.680412352,0.90322578,0.13333334,0.651685417,0.484848499,0.632653058,
1542224532.5363700,0.51328361,0.697624624,0.43863374,0.746870458,0.528105259,0.775889635,0.386507124,0.769268572,1.8085742,0.743041694,1.514672995,1.273729324,1.222177625,0.98263061,0.91880393,1.009705186,0.407324553,0.485558063,0.225142032,0.788879931,0.036138631,0.170971408,0.057361856,0.119758621,0.037393264,0.204733312,0.050874077,0.126097053,0.713283658,0.189819396,0.683380306,0.402870685,0.184869692,0.329556227,0.173297927,0.219351932,0.028314747,0.104919672,0.035085808,0.131921709,0.327868849,0.662337661,0.408450693,0.746987939,0.032258064,0.849315047,0.315789461,0.387755096,1,0,0.731958747,0.950413227,1,0.813953459,0.711340189,0.95161289,0.13333334,0.613636374,0.484848499,0.673469365,
1542224532.6065700,0.51328361,0.697624624,0.436971366,0.74086684,0.543751478,0.780781507,0.418505222,0.76408273,1.853900194,0.737114906,1.549225807,1.339632511,1.270372152,0.997983515,0.968581617,1.068437696,0.417299837,0.463288248,0.223697588,0.807620227,0.032787923,0.169890836,0.052851588,0.107332192,0.035170764,0.205743834,0.05065145,0.113225937,0.718340814,0.186063081,0.684403896,0.426084459,0.187414169,0.339257032,0.179749742,0.22819227,0.026286341,0.099045232,0.032343294,0.125165135,0.327868849,0.657894731,0.394366205,0.746987939,0.049180329,0.863013685,0.3859649,0.367346942,1,0,0.773195863,1,1,0.825581372,0.762886584,1,0.150000006,0.590909064,0.484848499,0.693877578,
1542224532.6811000,0.51328361,0.697624624,0.44362694,0.74086684,0.568390548,0.779532552,0.452061385,0.766155303,1.908190608,0.7330814,1.586939812,1.417155266,1.324830174,1.009157181,1.035882711,1.136840701,0.43115598,0.440997571,0.216834992,0.827081203,0.029181253,0.169623584,0.04894026,0.095112845,0.033129193,0.204830274,0.049900021,0.100815572,0.724454165,0.184053048,0.680736661,0.451364726,0.189082131,0.347551227,0.191391245,0.23670803,0.024153292,0.093941867,0.029031824,0.115998812,0.327868849,0.653333306,0.414285719,0.743902445,0.098360658,0.863013685,0.438596487,0.367346942,1,0,0.8041237,1,1,0.848837197,0.824742258,1,0.183333337,0.568181813,0.46875,0.734693885,
1542224532.8261000,0.51328361,0.697624624,0.464362592,0.74086684,0.602169931,0.776902378,0.482549101,0.775209367,1.972433567,0.740045547,1.621931791,1.51115191,1.387602448,1.020672798,1.106922626,1.218496084,0.452893257,0.418695837,0.206489652,0.852258861,0.025401078,0.168549091,0.046817154,0.081496358,0.031170122,0.202303857,0.048819296,0.088202469,0.731142581,0.185843468,0.672936797,0.480201244,0.190182686,0.354629308,0.205572516,0.244775221,0.022103539,0.08867427,0.025854258,0.105324693,0.333333343,0.653333306,0.442857146,0.743902445,0.150000006,0.849315047,0.491228074,0.387755096,1,0,0.845360816,1,1,0.860465109,0.89690721,1,0.216666669,0.545454562,0.4375,0.795918345,
1542224532.8975600,0.51328361,0.697624624,0.489412069,0.74086684,0.643006861,0.776332676,0.505618036,0.775209367,2.046541214,0.759791732,1.648872256,1.51115191,1.459431052,1.036479831,1.169731498,1.218496084,0.488204628,0.398953617,0.195401415,0.852258861,0.021614458,0.165636525,0.045929637,0.081496358,0.029138528,0.198547378,0.047675908,0.088202469,0.737907588,0.191127524,0.663060606,0.480201244,0.190937772,0.361419231,0.219994813,0.244775221,0.020401655,0.083269335,0.023339007,0.105324693,0.333333343,0.653333306,0.485714287,0.743902445,0.216666669,0.849315047,0.526315808,0.387755096,1,0.01923077,0.876288652,1,1,0.872093022,0.979166687,1,0.288135588,0.522727251,0.40625,0.795918345,
1542224532.9789100,0.51328361,0.697624624,0.494267106,0.74086684,0.684082389,0.775467277,0.52100265,0.775209367,2.125846624,0.781350553,1.664620399,1.51115191,1.539958954,1.051608801,1.213187814,1.218496084,0.535543084,0.386453331,0.187616721,0.852258861,0.018133331,0.162423521,0.044257119,0.081496358,0.026870539,0.1943084,0.047067232,0.088202469,0.743088782,0.196958572,0.65514344,0.480201244,0.19282037,0.366972178,0.231688187,0.244775221,0.019086974,0.079337336,0.021844028,0.105324693,0.333333343,0.653333306,0.485714287,0.743902445,0.283333331,0.849315047,0.561403513,0.387755096,1,0.03846154,0.886597931,1,1,0.895348847,1,1,0.355932206,0.5,0.40625,0.795918345,
1542224533.1158400,0.51328361,0.684075713,0.494267106,0.74086684,0.684082389,0.766042113,0.530047476,0.775209367,2.125846624,0.784339726,1.664623857,1.51115191,1.539958954,1.053868651,1.233728051,1.218496084,0.535543084,0.384670764,0.190439403,0.852258861,0.018133331,0.158418417,0.043716807,0.081496358,0.026870539,0.191325158,0.04747105,0.088202469,0.743088782,0.199558258,0.647150338,0.480201244,0.19282037,0.371192008,0.239943743,0.244775221,0.019086974,0.079506151,0.021718046,0.105324693,0.333333343,0.639999986,0.478260875,0.743902445,0.283333331,0.83561641,0.578947365,0.387755096,1,0.03846154,0.894736826,1,1,0.895348847,1,1,0.355932206,0.5,0.40625,0.795918345,
1542224533.1970700,0.51328361,0.65939492,0.494267106,0.74086684,0.684082389,0.738796651,0.535058796,0.775209367,2.125846624,0.756006777,1.645214081,1.51115191,1.539958954,1.025418878,1.230599403,1.218496084,0.535543084,0.391773701,0.208572552,0.852258861,0.018133331,0.15841338,0.045000747,0.081496358,0.026870539,0.19019261,0.049432367,0.088202469,0.743088782,0.197880849,0.637039959,0.480201244,0.19282037,0.367972881,0.24521783,0.244775221,0.019086974,0.08554028,0.023309082,0.105324693,0.333333343,0.608108103,0.478260875,0.743902445,0.283333331,0.819444418,0.578947365,0.387755096,1,0.009708738,0.872340441,1,1,0.860465109,1,1,0.355932206,0.511363626,0.46875,0.795918345,
1542224533.3392800,0.51328361,0.587217689,0.494267106,0.74086684,0.684082389,0.690373361,0.53737843,0.775209367,2.125846624,0.690504014,1.605106115,1.51115191,1.539958954,0.955469131,1.207730889,1.218496084,0.535543084,0.401912957,0.237867281,0.852258861,0.018133331,0.15327841,0.048226316,0.081496358,0.026870539,0.194373325,0.053259294,0.088202469,0.743088782,0.194431797,0.622476757,0.480201244,0.19282037,0.357875884,0.24931471,0.244775221,0.019086974,0.100040592,0.02672294,0.105324693,0.333333343,0.5,0.470588237,0.743902445,0.283333331,0.75,0.578947365,0.387755096,1,0,0.829787254,1,1,0.779069781,0.979797959,1,0.355932206,0.522727251,0.580645144,0.795918345,
1542224533.4119400,0.51328361,0.587217689,0.458369344,0.74086684,0.684082389,0.690373361,0.536976039,0.775209367,2.125846624,0.690504014,1.547855377,1.51115191,1.539958954,0.955469131,1.174058676,1.218496084,0.535543084,0.401912957,0.266700298,0.852258861,0.018133331,0.15327841,0.049198147,0.081496358,0.026870539,0.194373325,0.058959723,0.088202469,0.743088782,0.194431797,0.604553521,0.480201244,0.19282037,0.357875884,0.255645454,0.244775221,0.019086974,0.100040592,0.031643152,0.105324693,0.333333343,0.5,0.426470578,0.743902445,0.283333331,0.75,0.578947365,0.387755096,1,0,0.765957475,1,1,0.779069781,0.949494958,1,0.355932206,0.522727251,0.645161271,0.795918345,
1542224533.4952400,0.51328361,0.587217689,0.384648353,0.74086684,0.684082389,0.690373361,0.53285408,0.775209367,2.125846624,0.690504014,1.483823776,1.51115191,1.539958954,0.955469131,1.138462901,1.218496084,0.535543084,0.401912957,0.283634126,0.852258861,0.018133331,0.15327841,0.046647042,0.081496358,0.026870539,0.194373325,0.065619037,0.088202469,0.743088782,0.194431797,0.586137533,0.480201244,0.19282037,0.357875884,0.264629751,0.244775221,0.019086974,0.100040592,0.036966633,0.105324693,0.333333343,0.5,0.308823526,0.743902445,0.283333331,0.75,0.589285731,0.387755096,1,0,0.702127635,1,1,0.779069781,0.919191897,1,0.355932206,0.522727251,0.699999988,0.795918345,
1542224533.6309600,0.51328361,0.587217689,0.271777332,0.74086684,0.684082389,0.690373361,0.525184095,0.775209367,2.125846624,0.690504014,1.425812483,1.51115191,1.539958954,0.955469131,1.111569643,1.218496084,0.535543084,0.401912957,0.284247607,0.852258861,0.018133331,0.15327841,0.040010173,0.081496358,0.026870539,0.194373325,0.071709581,0.088202469,0.743088782,0.194431797,0.570434153,0.480201244,0.19282037,0.357875884,0.276670396,0.244775221,0.019086974,0.100040592,0.041175671,0.105324693,0.333333343,0.5,0.14705883,0.743902445,0.283333331,0.75,0.571428597,0.387755096,1,0,0.638297856,1,1,0.779069781,0.888888896,1,0.355932206,0.522727251,0.699999988,0.795918345,
1542224533.6991500,0.51328361,0.587217689,0.210121632,0.74086684,0.684082389,0.690373361,0.514746308,0.775209367,2.125846624,0.690504014,1.383251667,1.51115191,1.539958954,0.955469131,1.099354982,1.218496084,0.535543084,0.401912957,0.272091538,0.852258861,0.018133331,0.15327841,0.037289992,0.081496358,0.026870539,0.194373325,0.075199842,0.088202469,0.743088782,0.194431797,0.555548906,0.480201244,0.19282037,0.357875884,0.288951993,0.244775221,0.019086974,0.100040592,0.043009285,0.105324693,0.333333343,0.5,0.05882353,0.743902445,0.283333331,0.75,0.553571403,0.387755096,1,0,0.595744669,1,1,0.779069781,0.887755096,1,0.355932206,0.522727251,0.666666687,0.795918345,
1542224533.7909800,0.51328361,0.11704199,0.210121632,0.74086684,0.684082389,0.460082412,0.503504038,0.775209367,2.125846624,1.388138413,1.355126977,1.51115191,1.539958954,0.639352679,1.097388625,1.218496084,0.535543084,0.369264841,0.256155312,0.852258861,0.018133331,0.037054256,0.038828105,0.081496358,0.026870539,0.081635408,0.076300718,0.088202469,0.743088782,0.691726625,0.542190075,0.480201244,0.19282037,0.123352744,0.299511343,0.244775221,0.019086974,0.066230945,0.043169785,0.105324693,0.333333343,0,0.05882353,0.743902445,0.283333331,0.430555552,0.535714269,0.387755096,1,0.621359229,0.559139788,1,1,0.418604642,0.877551019,1,0.355932206,0.494252861,0.600000024,0.795918345,
