7.650982036400000297e-01,6.618714770399999336e-01,6.865176735599998192e-01,6.955334498000000920e-01,9.219122242399998557e-01,6.014987301200001024e-01,4.771323346400000998e-01,8.056441758399999209e-01,1.401154375159999965e+00,1.397633132920000021e+00,1.156075365600000016e+00,1.145894047079999645e+00,8.267848134400002102e-01,7.885769592800001559e-01,6.745563614399999741e-01,8.884061710000006329e-01,4.809730327999999222e-01,5.986416221199999388e-01,3.732283336400000207e-01,9.148926304799998022e-01,1.160409938799999846e-01,1.228903459999999837e-01,2.187734033200000039e-01,9.938067684000000124e-02,1.731713309200000328e-01,9.152524367999999300e-02,9.169599448000000097e-02,1.455845075200000172e-01,5.049155600400001553e-01,5.551949501199998638e-01,4.635892105999999124e-01,3.634838688800000606e-01,1.329704547200000198e-01,1.360577066399999979e-01,1.526327490400000153e-01,1.879967136399999794e-01,7.290165728000000400e-02,9.433175396000001434e-02,7.330864596000000177e-02,2.035542231199999885e-01,7.933090902799997401e-01,5.551111332800000575e-01,6.055068099199999443e-01,6.998202872799998975e-01,6.835227634000000663e-01,6.031603765600000999e-01,5.096937179200000667e-01,4.428035832400001315e-01,7.996702850400002616e-01,6.125868603999998774e-01,3.616457729199998861e-01,7.605835480799999493e-01,6.381776334399998918e-01,5.907421711200000480e-01,4.649208709600000100e-01,7.593333345199999584e-01,2.625191289199999556e-01,6.844575762800002572e-01,8.459908342399998782e-01,8.242034027199999224e-01
7.032391068800003531e-01,3.789362750799999957e-01,-1.023982475999999919e-01,7.463726282800001721e-01,1.270456390200000341e+00,4.961295324399999651e-01,5.272155106800002766e-01,1.191481556840000122e+00,1.019314389199999837e+00,1.348140358759999824e+00,4.389529333599998528e-01,1.064264655119999903e+00,8.109973682800000194e-01,8.867828416400002078e-01,1.821094443599999002e-01,7.924921144800001205e-01,1.160389299440000466e+00,4.768615073599999921e-01,5.507484794400002714e-01,1.331983418400000119e+00,9.045841104000000577e-02,6.249651424000000205e-02,6.525679363999996319e-02,9.059678692000000533e-02,3.253661591999998937e-01,8.752350703999998982e-02,2.776710143200001313e-01,2.730933877600000281e-01,1.866602398400000196e-01,5.579264724400000430e-01,2.356356621999998457e-01,2.105646243200000045e-01,1.435852732799999532e-01,2.003761220000000176e-01,1.305237708399999697e-01,1.052446800399999965e-01,2.539299154800001013e-01,9.167738068000001739e-02,2.909127475200000701e-01,3.205005235600000280e-01,4.320000028800000669e-01,7.763662885599998953e-01,1.752380967999999858e-02,5.880163193199999805e-01,8.689644334400000725e-01,7.558043384399998343e-01,7.834482983600002948e-01,8.165214705999999101e-01,5.475005008800001294e-01,7.871266436800000710e-01,1.717178708800000952e-01,5.928564476400000061e-01,5.346591713600000739e-01,7.638055729999999599e-01,2.732580913199998407e-01,6.767643631199998788e-01,7.030671600000002464e-01,6.788047850399999694e-01,7.635628820399996686e-01,8.832912827199999040e-01
4.167303257999999677e-01,2.881734878800000232e-01,-8.138126896000003052e-02,7.301022689600000781e-01,4.345899224399999983e-01,3.581203598799999610e-01,-1.457051771600000045e-01,4.410368657600000630e-01,1.364247026399999951e+00,1.049528732799999975e-01,2.906442092399999511e-01,1.296226644479999912e+00,5.636721336399999061e-01,-7.416214084000000151e-02,-4.054641604000000510e-02,6.847642493600001323e-01,3.643590294799999296e-01,1.496497905599999956e-01,-3.251338539999999444e-01,3.286213630400001140e-01,7.946710243999997869e-02,2.327462279999999994e-01,1.697750371600000030e-01,1.655966791200000066e-01,7.945444243999999490e-02,2.888806909200000717e-01,1.515079361200000196e-01,7.933494407999999720e-02,6.649650788000001089e-01,1.902370454800000055e-01,3.937667442000000184e-01,5.573361587999998701e-01,1.097135332399999941e-01,1.096398669600000125e-01,1.828438865599999741e-01,1.358817512399999872e-01,6.639984236000001649e-02,1.784961666800000402e-01,1.021064008400000139e-01,6.185046079999999974e-02,1.555923735599999969e-01,4.076934409200000387e-01,2.584736856399999505e-01,4.191713641199998897e-01,8.339326292000000251e-02,2.843457662799999675e-01,1.773366329999999935e-01,2.410624653600000056e-01,6.736457740400000338e-01,2.287274099200000133e-01,3.282360786799999874e-01,5.551829517200002062e-01,4.520751864000000508e-01,2.495973609600000143e-01,2.423947355999999664e-01,4.157148719200000064e-01,1.916445507200000009e-01,2.613186803199999964e-01,2.537833029600000123e-01,2.741608558799999984e-01
1.133128762160000136e+00,1.061456568000000433e-01,4.615136028000000334e-01,1.074176676279999798e+00,9.358857393599998575e-01,2.520021205600000425e-01,4.814733982000000134e-01,7.487149524399998590e-01,5.767798173199999434e-01,3.395640730400000251e-01,1.165911979559999923e+00,5.563566672399999913e-01,2.606499347599999794e-01,-2.626040421599999952e-01,6.123519229999998537e-01,7.956433476000000782e-02,8.539936924000001151e-01,2.271101634800000435e-01,3.076081150399999631e-01,8.000014710400001894e-01,3.876542144400000334e-01,1.749643084400000215e-01,1.086116337599999926e-01,4.096253895999998895e-01,2.442975389599999769e-01,2.343694644799999560e-01,1.125033746000000112e-01,1.978965124400000608e-01,1.121742358800000283e-01,2.965696209199999989e-01,5.334838449999999010e-01,1.291691679200000220e-01,5.324007044000000216e-02,7.352916319999999728e-02,1.564535344799999894e-01,4.224493783999999641e-02,2.026339381999999467e-01,2.205674406799999765e-01,8.894761208000000197e-02,2.210639917599999671e-01,9.265734005999998191e-01,3.170922138000000778e-01,4.809994986800000261e-01,8.347611809599999599e-01,2.991030128400000154e-01,3.122501700799999447e-01,6.161263999199999564e-01,2.008318503199999494e-01,9.550536419999999804e-02,9.923402343999999931e-02,6.266957706000000350e-01,1.596099556799999708e-01,1.054886522799999837e-01,5.116093487999998773e-02,6.307085718800000684e-01,8.278847751999998672e-02,2.734571458799999744e-01,3.741733020399999332e-01,4.759120416800001196e-01,2.454706593999999853e-01
6.369790891200000083e-01,4.253869546400000923e-01,6.528536795600002884e-01,3.777341995999998203e-01,3.049588286399999570e-01,5.775517916800000373e-01,1.960232775599999311e-01,3.249491789999999214e-01,1.668981342279999946e+00,8.422838664399998621e-01,1.802883658320000304e+00,1.560370516719999712e+00,5.282916306399999540e-01,1.881158791199999958e-01,9.370187771199998128e-01,7.677011097199999412e-01,7.941266196000001942e-02,6.515785336399997352e-01,5.424256499999999259e-02,-1.979649248000002471e-02,8.231445180000003525e-02,1.353137996799999854e-01,5.754087076000000134e-02,5.141737295999997820e-02,3.604244615999998430e-02,1.916538703999999260e-01,2.147835580000000133e-02,4.424391123999998898e-02,8.020004583999998937e-01,3.560020422400000939e-01,7.964091062000001608e-01,7.533835960000000442e-01,5.832611659999999837e-02,8.363465055999999564e-02,1.086789902799999985e-01,1.309867558799999998e-01,2.131651611999999321e-02,2.333956372399999535e-01,1.589268003999999915e-02,1.996838044000000603e-02,4.318658606399999877e-01,1.498412919599999560e-01,9.217944456400003483e-01,3.576068474799998786e-01,3.089905843999999485e-02,2.658973157199999715e-01,4.590546227999998119e-01,3.529411871999999645e-02,5.962306225199999199e-01,4.984220663999999745e-02,9.349857497599998180e-01,7.643914366799997584e-01,1.961450947600000272e-01,8.820442080000000934e-03,7.185260652800002923e-01,4.615662575200000228e-01,5.418357943999999038e-02,3.517297779599999341e-01,4.476093555199999741e-01,3.599796460000000142e-02
7.325902638400001443e-01,4.033746454799998493e-01,4.391139180399999953e-01,1.032370100040000294e+00,9.924538659200000668e-01,4.123494232399999571e-01,2.281396675599999813e-01,1.083481914959999903e+00,7.644596170800000978e-01,7.850648105200001003e-01,1.162317502479999876e+00,3.716794187599999910e-01,4.036686593999999073e-01,2.453550209999999510e-01,7.738315611599999588e-01,5.357318803999998602e-01,9.295526540399998705e-01,3.766176402799999989e-01,3.401470475600000265e-01,1.053946986240000161e+00,1.531945046400000343e-01,1.630310360000000458e-01,1.048313501600000031e-01,2.435241636799999887e-01,2.825495273999999446e-01,1.666857089599999842e-01,7.007519079999999234e-02,2.634031604800000093e-01,1.883414154000000451e-01,3.921282721200000099e-01,5.293451911600000059e-01,1.132744785200000270e-01,9.385301999999999534e-02,1.223985094800000145e-01,2.091463154400000357e-01,1.032644166399999952e-01,2.820615373999999509e-01,1.557564700000000080e-01,8.660195736000000921e-02,2.765337808800000241e-01,6.806050289599998582e-01,3.768266917600000543e-01,5.364090046799999678e-01,9.389473700400000622e-01,7.340067530400000706e-01,2.309078752000000567e-01,2.176013255199999719e-01,8.910160875600000585e-01,4.091447543600000847e-01,3.118007552799999527e-01,7.083899021200000812e-01,3.417878029199999945e-01,3.157011796799999437e-01,2.050091845600000018e-01,6.831153923599999622e-01,5.149753481200000094e-01,8.170224392399998425e-01,3.605006450399999007e-01,7.465022885200001124e-01,8.522799491599998278e-01
3.805896062399999336e-01,3.916863005999999814e-01,2.650004190799999937e-01,5.147956263599998694e-01,4.559475159599999938e-01,4.996820706399999756e-01,1.650350011199999689e-01,5.914803327200001126e-01,8.828749248399999638e-01,7.162522305200000883e-01,7.311165970399998715e-01,6.985907624399999571e-01,5.028658158000000045e-01,3.661115554000000105e-01,4.130569541200000416e-01,6.260109781999999568e-01,3.605210030000000065e-01,2.641518568400000322e-01,-7.740875624000000121e-02,4.405672871599999318e-01,1.531586302800000410e-01,1.591296517200000149e-01,1.590894374400000089e-01,1.549677628400000229e-01,1.732957443199999725e-01,2.078929317200000071e-01,1.201298218399999840e-01,2.047939979200000260e-01,3.780010664400000331e-01,3.458577268000000426e-01,4.388508927599999998e-01,3.020970685200000116e-01,1.370938932000000388e-01,1.532938427200000175e-01,2.124339383999999942e-01,1.887083048400000351e-01,1.584506605600000118e-01,1.338258466000000202e-01,6.949590851999999652e-02,1.494328577200000341e-01,1.143472080799999846e-01,5.816099512400000338e-01,5.090241210800000582e-01,4.554372863600001931e-01,3.952604890399999404e-01,6.621861508800001017e-01,6.088014082000000604e-01,6.413893628400001434e-01,3.685444985599999335e-01,6.864296861599998856e-01,5.991009138400000822e-01,2.529208126799999956e-01,4.159814989200000257e-01,7.084221799600000091e-01,6.882134687200001100e-01,4.087546974399999811e-01,5.207661271600000363e-01,5.088913563200000434e-01,7.713732696400000810e-01,5.610727190399998898e-01
4.587636889999996970e-01,6.384389638799998767e-01,1.067011067759999987e+00,9.341328739999997799e-01,4.550892110000001045e-01,4.771556469200001760e-01,3.942602723999998893e-01,8.813323969999999896e-01,1.456075190999999824e+00,1.565670461840000138e+00,1.543599319519999735e+00,1.839097500000000496e+00,6.881158349999998425e-01,9.852297281199996482e-01,1.258376927440000292e+00,1.311158657000000005e+00,1.285352999999999080e-01,3.565840339599999909e-01,1.411616448399999890e-01,8.221491579999997690e-01,7.095689299999997923e-02,8.529895416000000952e-02,1.699714455999999929e-01,7.648009100000002780e-02,7.035907399999997980e-02,5.623739704000001172e-02,3.518551008000000285e-02,6.772482399999996128e-02,7.051899430000001523e-01,6.399086567599997499e-01,5.015345190799999076e-01,6.144873499999996547e-01,1.203224810000000505e-01,1.791109008800000069e-01,2.736717593999999920e-01,1.822108179999999966e-01,3.317158299999999754e-02,3.944410035999999092e-02,1.963677500000000214e-02,5.909689499999998957e-02,2.739726009999998713e-01,4.889480567200000238e-01,9.474790263599999207e-01,5.913043620000002498e-01,8.333333599999998009e-02,5.200000000000000178e-01,7.968362640800001895e-01,7.931034560000003175e-01,6.186440589999997464e-01,4.738043529599999526e-01,6.853572011599999847e-01,1.000000000000000000e+00,4.375000000000000000e-01,6.694203783599997903e-01,8.650290131200000232e-01,9.083333610000002833e-01,2.816901400000001304e-02,0.000000000000000000e+00,5.172176325200000813e-01,1.000000000000000000e+00
1.008232836760000195e+00,6.942705036000000884e-01,6.476403475199999926e-01,7.567753076400002277e-01,5.611248037599998462e-01,5.833697497599998893e-01,2.322622521600000711e-01,6.784299445599999423e-01,1.436536826760000496e+00,9.054001975200002272e-01,8.574235911199998839e-01,1.019464061160000101e+00,6.877501607599997291e-01,5.868234795200000242e-01,6.273265325599999276e-01,5.398318178400000056e-01,2.091683371999999985e-01,5.631632089600000501e-01,1.986859173199999884e-01,1.653487175200000214e-01,2.138621625200000653e-01,1.954092962400000855e-01,2.293012487999999682e-01,2.576121186800000573e-01,7.652825327999997207e-02,1.591185486400000515e-01,9.839348911999999669e-02,1.746753379600000100e-01,5.733651806399999717e-01,3.369620179199999677e-01,3.667306786000000263e-01,3.828306501999999556e-01,1.022777002400000329e-01,1.532832252799999906e-01,2.099163855199999706e-01,1.366295202799999997e-01,3.396670952000000604e-02,1.552269077600000324e-01,9.565819619999998968e-02,4.825237660000000761e-02,9.436363721600001808e-01,5.893230796000000771e-01,6.860594463999999393e-01,5.405714196400002169e-01,6.985483716000000509e-01,5.746405282000000003e-01,5.469203602400000142e-01,6.487500000000000488e-01,6.272193070800000658e-01,4.947510832800000591e-01,5.831896609200001302e-01,5.726250504000001129e-01,5.160767627999998108e-01,5.541083896799999797e-01,6.062598239600001104e-01,5.659327157600000380e-01,3.977777728000001511e-01,5.378355073200001835e-01,5.311996709599999811e-01,2.091478830800000133e-01
4.337652230799999842e-01,2.665498515999999499e-02,-2.336330058800001330e-01,4.956437876000000520e-01,5.016263472799998846e-01,3.430744087600000047e-01,-1.925950800000003149e-03,5.216707313599999729e-01,1.097308096959999979e+00,-3.543403931599999890e-01,-1.918984235600000032e-01,6.100528240000001601e-01,5.529603607199998772e-01,-4.588219928799999736e-01,-3.862330924399999810e-01,2.660003272400000007e-01,3.194761332400000153e-01,3.248325091199999459e-01,-1.644076126000000304e-01,2.743453615600000561e-01,1.146404597199999903e-01,1.722762715599999994e-01,1.798448425999999989e-01,2.206769746800000265e-01,1.306734240400000135e-01,3.560562206000000840e-01,2.967472172000000241e-01,2.310810029599999760e-01,5.134077858400000194e-01,7.338973192000000645e-02,1.963819641200000021e-01,2.864073603599999740e-01,1.533374537200000165e-01,5.669560556000001472e-02,1.230330485600000107e-01,1.319071729999999887e-01,8.794087776000000800e-02,3.415821706399999602e-01,2.039929313200000427e-01,1.299274861199999909e-01,2.367046600799999900e-01,3.688492334399999795e-01,2.853900729999999664e-01,3.184915193600000305e-01,6.125998902799999479e-01,3.513824927600000536e-01,3.704978643999999322e-01,5.000681818000000112e-01,4.858589373199999062e-01,1.302401979999999737e-01,6.294763995999998196e-02,2.191239571599999103e-01,5.474604660399999823e-01,9.479589383999999230e-02,1.288641799599999915e-01,2.579079398400000445e-01,3.562249802800001031e-01,4.357904010000000494e-01,4.603573744399999668e-01,2.068947363200000222e-01
