1.176761023333333434e+00,9.239732783333334254e-01,5.461626748666665865e-01,8.557438533333332487e-01,1.120352947800000054e+00,6.250687717999999782e-01,4.996990720000000774e-01,9.214108946000000300e-01,1.288266372733333442e+00,1.237643504133333350e+00,1.526813109666666390e+00,1.277413741733333330e+00,7.549313983333332256e-01,1.090209094799999834e+00,7.990441163333332764e-01,6.453777531333334538e-01,8.120028574666665611e-01,3.840624888666666070e-01,2.549699533333340054e-03,7.130549867333333403e-01,2.524361133333333229e-01,1.885372003333333213e-01,7.388320273333331967e-02,1.630318341999999754e-01,2.187322438666666480e-01,9.376188366666667051e-02,6.718226226666665357e-02,1.900738757333333417e-01,3.230147856666666928e-01,3.883813957333333011e-01,7.039548079333333153e-01,4.288735370666666991e-01,9.552530146666667055e-02,2.744680989333333487e-01,1.337183465333333376e-01,1.007260854000000122e-01,1.102915590666666557e-01,5.485141500000000753e-02,2.126138133333333596e-02,1.172946676666666715e-01,9.083435276666667058e-01,8.235032995333334549e-01,1.109200623999999913e-01,8.405758063333332863e-01,7.142663181333334110e-01,7.370367249333332760e-01,2.406627982666666443e-01,3.045433074666667461e-01,7.086793243333333603e-01,2.870893751999999410e-01,6.334853886666667044e-01,6.246913631333332884e-01,3.722426926000000913e-01,7.606294392666667070e-01,1.314423755999999943e-01,4.266741374666667697e-01,4.778290689333333785e-01,4.966412208000000050e-01,9.477911746666665971e-02,2.301620969999999822e-01,1.000000000000000000e+00
1.237417046266666709e+00,1.036066226133333101e+00,7.088844019999999135e-01,1.044310402999999887e+00,1.283922743733332927e+00,9.682637333999998264e-01,5.294832586000000063e-01,1.105305155066666822e+00,1.483523503866666982e+00,1.724972271933333356e+00,1.850196798599999637e+00,1.457691057533333501e+00,9.926637172666665787e-01,1.121735556933333156e+00,9.997596619333335433e-01,8.072184004666667079e-01,1.019456974599999954e+00,5.898947675333333640e-01,4.420436183333334434e-01,9.142132957999998810e-01,1.978587906666666452e-01,1.202018518666666397e-01,5.690102573333334635e-02,1.650439509999999943e-01,2.203321853999999635e-01,1.034167340666666685e-01,3.747197733333332281e-02,1.896101872666666466e-01,3.488643983999999976e-01,5.861063161999999771e-01,7.672734855999998604e-01,4.270194868666666310e-01,1.124383176666666623e-01,1.472672785333333512e-01,1.082513005999999750e-01,9.604372073333332371e-02,1.205063056000000160e-01,4.300781466666667163e-02,3.010220386666667344e-02,1.222826574666666666e-01,9.462962865999998696e-01,9.768257655333335565e-01,3.760038316000000047e-01,9.753086408666666873e-01,9.342342338666668189e-01,1.000000000000000000e+00,2.993212737333333373e-01,7.671175598666667428e-01,9.207792163333333724e-01,8.673293748666667247e-01,9.723353545333334180e-01,7.618230778666666980e-01,7.138218244666666434e-01,8.251934409333334663e-01,4.213178236666665910e-01,5.591189384000000429e-01,6.271731335999999324e-01,8.386983196000001861e-01,6.149959922000000079e-01,5.972855449333333011e-01,1.000000000000000000e+00
9.673227033333332558e-01,8.226734837333331551e-01,7.151065786000000424e-01,7.843461275999997762e-01,1.101891597066666728e+00,8.697782355999998938e-01,4.374517506666666389e-01,9.047157009333333111e-01,1.061437118066666629e+00,1.449258097200000206e+00,1.746083251533333103e+00,1.360549330733333173e+00,7.839271268666667680e-01,9.442411504666666788e-01,1.025053552466666629e+00,8.172490756666667133e-01,9.142288604666667373e-01,4.307981820666665906e-01,3.389781576666667240e-01,8.719550609333333036e-01,1.886852930666666761e-01,1.241583296000000197e-01,8.209592680000001030e-02,1.232890182666666612e-01,2.614497195333333468e-01,1.465174705333333049e-01,3.593104359999999692e-02,1.565620277333333310e-01,2.569937936000000200e-01,5.169277566666666823e-01,7.128317075999999197e-01,4.498668670000000036e-01,1.237937093333333211e-01,1.597609999333333419e-01,1.416165651999999886e-01,1.250625291333333222e-01,1.690774877333333370e-01,5.263545019999999602e-02,2.752473973333334142e-02,1.452195579333333264e-01,6.001491285333334647e-01,6.556384168000001234e-01,4.034001131999999656e-01,5.415855704000002158e-01,6.890347479999999747e-01,7.429359813333332729e-01,1.960784393333332709e-01,3.165515509999999866e-01,3.951180932666666368e-01,4.700666944666666014e-01,7.905950903999998669e-01,7.496805230666666597e-01,4.627658863999999928e-01,4.793103291333334348e-01,4.488716471999998903e-01,6.527981440666666968e-01,5.604970277333334305e-01,6.326981344000001117e-01,4.994794683333332319e-01,5.408877529333332435e-01,1.000000000000000000e+00
7.181984503333332936e-01,4.268986164000000971e-01,5.188143173999999469e-01,5.350437641333333216e-01,1.059734737866666610e+00,3.817598740666666712e-01,1.585001894666666911e-01,8.817823488666666210e-01,9.299328606000000219e-01,9.849700012666666726e-01,8.520957429999999055e-01,6.455578545333333640e-01,7.163047511999998118e-01,5.802425603333334347e-01,7.854351520000000253e-01,4.329151848666666358e-01,7.148832241999999448e-01,1.737630193333333239e-01,-6.722064053333333400e-02,8.044591584666667128e-01,1.447890579333333538e-01,1.329608560000000161e-01,1.736597836000000339e-01,1.455330743999999621e-01,3.244599630666666901e-01,1.202881649333333303e-01,7.816980666666667465e-02,3.063251188000000180e-01,2.421487083999999679e-01,4.803486604666666326e-01,3.791118005333332097e-01,1.807198008666666689e-01,1.445170635999999675e-01,1.892622401999999593e-01,3.221527040000000119e-01,1.083472031999999918e-01,1.440852042000000111e-01,7.714008786666665118e-02,4.690589926666666881e-02,2.590748001333333383e-01,2.738048841999999872e-01,5.833333333333333426e-02,1.074074094000000007e-01,2.069444416000000286e-01,6.500677723999999102e-01,1.286597150666666800e-01,1.932367200000000007e-03,3.579397278666667237e-01,2.764155238666666237e-01,8.591408733333335060e-03,4.494381946666666655e-02,2.012012015999999903e-01,3.227973926666666826e-01,0.000000000000000000e+00,8.301705353333330151e-02,5.093816737999999900e-01,4.863334436666666982e-01,2.786708952666666628e-01,3.240740853333332755e-02,4.548185943999999425e-01,1.000000000000000000e+00
6.132038134666667473e-01,3.420360684000000040e-01,3.835271558666665803e-01,2.829275290666666831e-01,9.705068586666666386e-01,3.868927935999998957e-01,3.542719623333333012e-01,7.634102265999997972e-01,4.852834243333331021e-01,1.268981059266666600e+00,8.992554069333333899e-01,2.895372156666667363e-01,3.645550828666666021e-01,3.262633603999999243e-01,7.270114998000001272e-01,3.081615188666667615e-01,7.491868657333332626e-01,2.959129619999999461e-01,3.677757840000000361e-02,8.850630520666664669e-01,1.658691384000000046e-01,8.038543846666668102e-02,1.303955699333333162e-01,1.011190609333333101e-01,3.743855475999999793e-01,9.633245239999999043e-02,1.183883532666666905e-01,2.920015892666666391e-01,1.315429158000000209e-01,6.653861999333334776e-01,4.143056213999999904e-01,1.109294620666666786e-01,9.462873820000000658e-02,8.087890653333330848e-02,2.767731776000000310e-01,1.066403299333333471e-01,2.335736624666666095e-01,7.701701379999997821e-02,6.013728206666665854e-02,3.893095670666666397e-01,1.886923054000000100e-01,1.278453866666666439e-01,8.975845426666667626e-02,0.000000000000000000e+00,5.106025140666667905e-01,2.246746763333333230e-01,3.098362546000000273e-01,2.460800373333333346e-01,5.003912480000000801e-02,2.974565003999999901e-01,1.386765413333333474e-01,5.731367773333333193e-02,5.066666653333332798e-02,0.000000000000000000e+00,2.775320589999999976e-01,3.574430928000000285e-01,4.630152385333334286e-01,4.850117107333333788e-01,1.984208315333333417e-01,6.797182877999999873e-01,1.000000000000000000e+00
6.836127959333333504e-01,6.469257991999999291e-01,4.867041588666666252e-01,3.481755613999998333e-01,9.116614142666665810e-01,3.335802356000000524e-01,2.634809604666666916e-01,6.621266483333335673e-01,2.300338726666666389e-01,1.452803317666666594e+00,9.597580115333332884e-01,3.169892032666666859e-01,3.051150957333333413e-01,4.632358035333333235e-01,8.127273519333333418e-01,2.156921760000000132e-01,8.152189453333331670e-01,2.127628664000000003e-01,-2.102349903333333159e-01,7.256522020666668071e-01,2.079812676666666638e-01,1.147274528666666626e-01,1.465198200000000228e-01,1.401269714666666666e-01,3.507868447999999972e-01,5.485268013333333831e-02,8.665911646666667190e-02,2.879709739333333740e-01,7.318674713333332693e-02,7.150870243333333764e-01,4.308332762000000593e-01,1.313565070666666557e-01,8.686455440000001582e-02,7.359614439999999369e-02,3.068666576666666534e-01,1.042930300000000088e-01,2.811805883999999867e-01,4.173670286666666951e-02,2.912112993333333330e-02,3.362525203999999213e-01,3.274977523333332807e-01,4.375903885333333743e-01,1.916131419999999863e-01,5.996018793333333929e-02,4.082283895333333468e-01,7.843137480000000883e-02,1.654488241999999831e-01,1.874213864666666451e-01,2.008403419999999981e-02,5.463763216666667200e-01,1.138576763999999825e-01,4.737840353333332838e-02,4.830918000000000018e-03,7.969348633333334098e-02,3.713380311333333017e-01,2.400936917333333642e-01,5.321823079999998818e-01,3.451948006666666346e-01,2.020202066666666567e-03,2.592592636666666284e-01,1.000000000000000000e+00
5.440449336000000580e-01,9.944492541333331825e-01,3.282797929999999864e-01,2.525535662000000237e-01,8.541385253333334537e-01,4.567372539333333648e-01,1.725126674666666859e-01,7.779069305333333739e-01,2.500782447333333436e-01,1.843217563533333658e+00,8.502524731333332975e-01,4.714083473333334218e-01,1.742931660666666716e-01,1.229721919733333557e+00,3.630598424666666157e-01,3.072794784000000834e-01,7.148872971333333215e-01,1.831375628666666588e-01,-3.512551580666667395e-01,6.806377057333334868e-01,1.820779701333333223e-01,9.780363880000000898e-02,1.605210064000000547e-01,1.017840562000000282e-01,3.719656816000000421e-01,2.845378380000000013e-02,1.115370876666666872e-01,3.373658955333332377e-01,9.557455793333333172e-02,6.874896288666667576e-01,5.200924357333334136e-01,1.751751145333333148e-01,7.916910439999999549e-02,1.710594907333333192e-01,1.749171232666666964e-01,1.153049589999999847e-01,2.712126860666667083e-01,1.519345233333333628e-02,3.293235246666666172e-02,2.703699817333333755e-01,1.045797935333333956e-01,9.562841494666666220e-01,1.293070046666666695e-02,1.257861666666666624e-03,2.744283803333333327e-01,4.268642326666666764e-01,5.327687160000001143e-02,4.025309224666667740e-01,5.579736340000002875e-02,9.668664376000000171e-01,6.594298113333334210e-02,1.994490383999999727e-01,1.891891953333333515e-02,9.279948910666665496e-01,1.025641000000000096e-03,3.296017588666666498e-01,3.564873081999999083e-01,2.778249691999999937e-01,1.333333353333333339e-02,1.383442279333333136e-01,1.000000000000000000e+00
5.392577051333333760e-01,8.174844346000000872e-01,6.495618481999999583e-01,-8.955809686666670044e-02,7.032693703333332547e-01,4.300378957333332308e-01,3.409327368666666969e-01,7.447974920666665666e-01,3.604040766000000118e-01,1.191356579533333404e+00,1.304365694466666614e+00,1.551137333333331945e-02,3.358391929333333081e-01,9.055697877999998591e-01,4.545263430000000549e-01,-4.474571640000000322e-02,9.128727874000001075e-01,9.910907313333332247e-02,-9.419746306666665348e-02,7.497782149333332979e-01,1.656032757333333327e-01,1.917351008000000023e-01,1.585793221333333114e-01,5.766523119999999308e-02,2.339251815333333595e-01,8.140545033333333735e-02,7.026466653333332535e-02,3.947341601333333450e-01,1.173022226666666640e-01,4.543693503999998717e-01,6.467308521333332560e-01,8.455145613333332755e-02,1.032407567333333415e-01,2.341121554000000216e-01,9.887591246666666001e-02,6.434459173333333115e-02,3.799285631333333413e-01,3.837794726666667045e-02,2.554924293333333402e-02,3.987045605999999243e-01,2.210512405333333874e-01,6.624999999999999778e-01,6.905284593999999609e-01,7.326007333333333206e-04,4.665415833333334122e-02,3.362231174666667211e-01,3.220570346000000139e-01,3.172777761333333002e-01,1.894419720000000140e-01,1.660525690666666554e-01,5.255638666666667680e-01,4.692365526666666259e-02,1.117117115333333410e-01,5.580357929333333855e-01,7.590508706666666827e-02,3.181929273333333058e-02,7.471342443333334193e-01,9.761133906666664972e-02,1.294810959333333178e-01,3.504976292000000493e-01,1.000000000000000000e+00
9.043766021333333738e-01,7.088452299333332096e-01,5.197611327333333531e-01,3.051069853333333165e-02,7.008614499999999969e-01,2.995604545333333535e-01,1.759308495999999944e-01,5.580097794666668554e-01,6.031136075333332069e-01,1.218495162199999760e+00,5.491897960000000634e-01,6.687884430000000657e-01,6.278763753333334308e-02,7.374081014666666878e-01,5.036042451333333503e-01,3.481487404666666619e-01,9.666272441333333409e-01,3.132003356666666627e-01,-1.930960019333333166e-01,6.082224648000000844e-01,2.920182109333332998e-01,1.689181714666666834e-01,2.714586724666666617e-01,6.812329086666667199e-02,1.826424439333333150e-01,6.872360373333333272e-02,1.234193603333333250e-01,2.310063441999999634e-01,1.462981751333333746e-01,5.214708645999999170e-01,2.894377608666667268e-01,2.979666292666666716e-01,4.242125393333333327e-02,1.749870056666666673e-01,2.600450037999999520e-01,1.440666759333333324e-01,3.366199135999999870e-01,6.590035086666666542e-02,5.563920733333333618e-02,2.588370569999999260e-01,8.259916506000001268e-01,4.927083333333333592e-01,5.016666655333332780e-01,1.021543302666666764e-01,5.257395833333333712e-02,3.010752600000000251e-02,8.563411959999997491e-02,1.741453053333333681e-02,3.394793229999999995e-01,2.376854751333333515e-01,0.000000000000000000e+00,4.069931726666666805e-01,0.000000000000000000e+00,3.663610147333333233e-01,1.676443995333333215e-01,4.536433637333333602e-01,8.664313672666666966e-01,5.986070055333333473e-01,1.332226959999999877e-02,4.236323353333333597e-02,1.000000000000000000e+00
5.972966918666667846e-01,6.684520484666668372e-01,1.916952449333333419e-01,1.154923305333333261e-01,8.675906459333333487e-01,2.773481429333333748e-01,6.837749873333334727e-02,6.155677595999998752e-01,7.015795987333334205e-01,1.205352985800000054e+00,6.840923807333335604e-01,4.394105639333332758e-01,2.662962922666666787e-01,8.152535478666665947e-01,3.427312076000000318e-01,1.462849687333332982e-01,9.228684424666667718e-01,3.375155349333333610e-01,-2.649440060666666819e-01,6.130382496666666459e-01,1.554496228666666646e-01,1.597730402000000216e-01,1.497749989999999920e-01,9.766583780000000214e-02,2.726575253999999893e-01,6.843224779999998453e-02,1.164470549999999938e-01,2.930027822666667059e-01,1.893599523333333035e-01,5.014367720000000306e-01,4.668758371333333046e-01,2.032213287333334006e-01,7.358896253333332971e-02,1.993627427333333479e-01,2.113587383333333236e-01,1.141066575333333499e-01,3.089439273999999847e-01,7.099519460000000559e-02,5.554336640000000908e-02,2.920033942666666604e-01,3.736468198666667573e-01,4.367827754666667173e-01,2.222222286666666533e-02,1.905871823333333548e-01,4.123306213333333137e-01,1.095430095999999909e-01,3.817412653333333156e-02,1.270879406000000045e-01,4.365090588666667437e-01,2.986666679999999685e-01,1.781673083999999463e-01,2.554394322000000384e-01,2.138566324666666685e-01,5.176508725333334171e-01,7.678398933333333010e-02,2.697949000000000042e-01,8.121465255333332189e-01,6.824104904000002358e-01,1.159420313333333306e-02,4.951180366666665944e-02,1.000000000000000000e+00
