0.000000000000000000e+00,2.610951303000000223e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.308099627999999903e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.017806530999999737e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.583298204999999736e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.311470629000000443e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,3.000000000000000000e+00,3.000000000000000000e+00,2.967033089999999707e-01,3.000000000000000000e+00,3.000000000000000000e+00,3.000000000000000000e+00,1.186813235000000022e+00,3.000000000000000000e+00,3.000000000000000000e+00,3.000000000000000000e+00,2.544243096999999842e+00,3.000000000000000000e+00,3.000000000000000000e+00,3.000000000000000000e+00,3.000000000000000000e+00,3.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00
1.711800812999999977e+00,1.575834543000000032e+00,1.784869908000000116e+00,1.662547229999999931e+00,2.811466098000000358e+00,3.872972049999999777e-01,7.731069179999999763e-01,2.702463090000000179e+00,5.570619822000000276e+00,4.300109743000000151e+00,4.494826793999999737e+00,5.081778644999999983e+00,3.219882845999999965e+00,2.843033134999999767e+00,2.886403322999999688e+00,3.871520877000000027e+00,2.552879871000000023e+00,-1.650143020000000016e-01,5.082994699999999755e-01,2.339572371000000039e+00,0.000000000000000000e+00,1.855670034000000079e+00,2.502109646000000076e+00,0.000000000000000000e+00,7.021276650000000119e-01,1.405405401999999970e+00,2.539682567999999918e+00,1.437499971000000043e+00,2.914285718999999997e+00,2.440944850999999804e+00,2.354497373000000060e+00,2.560000061999999854e+00,1.736842095000000086e+00,2.299999952999999930e+00,2.448051929000000015e+00,3.000000000000000000e+00,2.058823587000000011e+00,1.695505618999999964e+00,2.567292928000000085e+00,1.444444478999999948e+00,0.000000000000000000e+00
1.672842085000000090e+00,-6.525559870000000595e-01,1.821463590000000077e-01,8.349501180000000744e-01,3.049244060000000367e-01,-2.870887140000000226e-01,-1.095119834000000125e+00,5.319328450000000430e-01,1.138023049000000064e+00,8.871121999999999064e-01,1.191647619000000047e+00,1.231720090000000045e+00,5.578289040000000698e-01,-1.265351384999999995e+00,-3.380776640000000555e-01,4.511595140000000392e-01,5.846402349999999526e-01,-3.053969220000000151e-01,-2.195251106000000174e+00,7.109630259999999424e-01,1.247991949999999850e+00,6.538461599999999541e-01,2.040792585000000159e+00,8.544119299999999306e-01,0.000000000000000000e+00,5.731225309999999906e-01,8.936170049999999643e-01,2.777777799999999950e-02,3.469387820000000011e-01,6.675436639999999811e-01,6.312741189999999669e-01,1.317879736000000079e+00,9.680604040000000410e-01,3.838383929999999999e-01,6.955773830000000491e-01,1.104166656999999940e+00,2.351351379000000019e+00,1.578947394999999920e+00,3.125000000000000000e-02,1.514285773000000113e+00,2.000000000000000000e+00
2.389049769000000101e+00,3.862690329999999839e-01,1.489100098999999844e+00,4.005594492000000173e+00,2.176151632999999919e+00,2.477550099999999839e-02,-3.278667399999999482e-02,2.555131257000000211e+00,2.252398668999999742e+00,9.551876480000000003e-01,2.835779726000000167e+00,1.578460634999999890e+00,1.623033433999999886e+00,-4.417041690000000353e-01,1.019919277000000069e+00,1.719632267999999797e+00,1.944768786000000027e+00,-2.230304000000000175e-01,-5.596790470000000406e-01,1.906874000999999819e+00,9.761904929999999370e-01,9.464285669999999984e-01,2.710526286999999979e+00,2.582278490999999843e+00,1.928641258999999941e+00,3.958333280000000398e-01,0.000000000000000000e+00,2.760000051000000010e+00,1.520692647000000175e+00,1.223842947999999931e+00,1.660550475000000192e+00,1.192071080999999921e+00,2.118941426000000128e+00,6.868855199999999994e-02,1.910256444999999914e+00,2.414634169000000163e+00,2.015130043000000093e+00,3.392857229999999835e-01,0.000000000000000000e+00,6.153846240000000467e-01,1.000000000000000000e+00
3.533138037000000509e+00,2.745988191000000356e+00,3.016329527000000343e+00,3.663404703000000318e+00,3.337621449000000240e+00,2.412215768999999899e+00,1.664655626000000055e+00,3.889295697000000551e+00,5.017270802999999724e+00,5.212693810000000205e+00,5.316943645000000274e+00,4.794281960999999370e+00,2.772816360000000202e+00,3.933429480000000034e+00,3.882028818000000214e+00,3.527122737000000008e+00,2.105223833999999794e+00,1.961138010000000209e+00,1.563948363000000175e+00,2.517158747999999946e+00,2.324999927999999993e+00,3.000000000000000000e+00,3.000000000000000000e+00,2.350000082999999851e+00,2.692307711999999853e+00,3.000000000000000000e+00,2.912500023999999854e+00,3.000000000000000000e+00,2.309523761999999980e+00,2.929133831999999771e+00,2.925619841000000054e+00,3.000000000000000000e+00,1.640625000000000000e+00,3.000000000000000000e+00,3.000000000000000000e+00,2.828571437999999993e+00,8.955223560000000749e-01,3.000000000000000000e+00,2.962264180000000025e+00,1.405063301999999847e+00,0.000000000000000000e+00
3.682699083000000151e+00,2.165625034999999698e+00,2.970175982999999853e+00,2.494612871999999815e+00,1.613759756000000101e+00,-3.687819999999997905e-04,8.546574599999999522e-02,1.782763780000000020e+00,5.306958436999999584e+00,4.393774628000000071e+00,5.432733654999999828e+00,1.592222749999999909e+00,3.588660359999999994e+00,2.006784081000000164e+00,3.081766366000000090e+00,2.798777579999999876e+00,-3.142852480000000170e-01,-7.407947489999999746e-01,-1.320582658000000187e+00,9.860388040000001020e-01,3.000000000000000000e+00,2.588960111000000008e+00,2.949007630000000102e+00,1.600000023999999854e+00,2.022222281000000343e+00,2.119047641999999954e+00,2.018867968999999984e+00,2.181818187999999825e+00,3.000000000000000000e+00,3.000000000000000000e+00,2.777108430999999822e+00,4.469697030000000515e-01,2.930232524000000005e+00,2.119008242999999680e+00,2.525547505000000026e+00,2.059425114999999806e+00,1.627907009999999821e-01,1.977272748999999941e+00,9.294436870000000184e-01,2.178571461999999848e+00,3.000000000000000000e+00
3.046199321999999654e+00,5.892332200000000020e-01,2.955661560000000243e-01,7.029887430000000270e-01,1.377679376999999983e+00,1.179625330000000083e-01,-1.060384479999999935e-01,1.447861016000000056e+00,1.546456991999999975e+00,8.314080830000000200e-01,1.433331786999999968e+00,1.201148749000000127e+00,3.109855719999999879e-01,-1.032618910000000056e+00,1.864114590000000016e-01,6.740674819999999956e-01,1.541296759999999932e-01,3.527545099999999934e-02,-1.759289741999999990e+00,5.373245019999999261e-01,2.916666627000000123e+00,3.000000000000000000e+00,2.142857193000000215e+00,5.536363719999999322e-01,2.139986158000000138e+00,2.250000000000000000e+00,3.000000000000000000e+00,2.230769277000000272e+00,1.153846172999999808e+00,6.306678359999999817e-01,8.104575570000001061e-01,1.248135388000000123e+00,3.913043509999999947e-01,6.861071149999999896e-01,1.162162185000000125e+00,1.519230752999999989e+00,1.006938010000000050e+00,2.442307710000000132e+00,7.058823559999999331e-01,9.660256499999999580e-01,2.000000000000000000e+00
3.004300594000000046e+00,1.536458729999999884e+00,9.718801980000000285e-01,2.678313135999999872e+00,9.523583950000000797e-01,-1.700717660000000131e-01,-4.945576339999999682e-01,1.968530713999999904e+00,5.367019175999999447e+00,3.439574718000000253e+00,5.323292850999999715e+00,4.992026566999999915e+00,3.661601902000000130e+00,1.669888258000000292e+00,3.376966237999999620e+00,3.178117513000000116e+00,4.932100329999999921e-01,-1.725986181999999758e+00,-1.611932992999999925e+00,3.689714219999999933e-01,2.059701560999999792e+00,3.000000000000000000e+00,1.518698781999999969e+00,8.636363599999999918e-01,3.199999919999999554e-01,2.555555582999999853e+00,1.205128221999999916e+00,2.111111163999999984e+00,3.000000000000000000e+00,3.000000000000000000e+00,2.978417277000000141e+00,2.953613996999999713e+00,3.000000000000000000e+00,2.987951814999999733e+00,2.951456308000000028e+00,2.555250764000000174e+00,2.342857182000000371e+00,5.000000000000000000e-01,1.216216235999999951e+00,8.333333599999999397e-02,3.000000000000000000e+00
3.392594933999999895e+00,2.131298065000000186e+00,2.286208928999999834e+00,1.678613664000000227e+00,3.663717983999999817e+00,1.751350283999999924e+00,1.863733826999999899e+00,4.675023077999999721e+00,5.313022970999999650e+00,5.506691097999999229e+00,6.381250620000000318e+00,3.749053716000000147e+00,4.355647803000000096e+00,4.624859213999999774e+00,3.588484526999999868e+00,1.858052909999999835e+00,3.332381486999999698e+00,1.517397820999999869e+00,2.313470183999999819e+00,3.963889001999999717e+00,1.783783794000000089e+00,2.162499964000000219e+00,1.034482775999999937e+00,0.000000000000000000e+00,3.000000000000000000e+00,2.366197226999999792e+00,0.000000000000000000e+00,3.000000000000000000e+00,3.000000000000000000e+00,2.666666627000000123e+00,3.000000000000000000e+00,2.292134820000000239e+00,3.000000000000000000e+00,3.000000000000000000e+00,2.307692348999999865e+00,1.734939692999999838e+00,3.000000000000000000e+00,2.597402632000000100e+00,0.000000000000000000e+00,1.031250000000000000e+00,0.000000000000000000e+00
9.377490579999998577e-01,-2.162746490000000132e-01,3.665904689999999744e-01,2.567456423999999959e+00,7.432718130000000034e-01,-5.569173549999999473e-01,-2.937077209999999772e-01,2.300763250000000149e+00,2.930448053999999747e+00,2.657120705000000083e+00,3.337584732999999915e+00,2.698001920999999914e+00,8.089047369999999848e-01,4.123564000000000396e-02,2.160006702000000001e+00,1.554521500999999972e+00,-6.504301100000001168e-02,-1.045539259999999970e+00,-1.584735869999999824e+00,1.801928697999999773e+00,0.000000000000000000e+00,2.173912969999999834e-01,6.617761260000000201e-01,1.648018658000000025e+00,1.136363670000000020e-01,7.894736980000000015e-01,1.282745092999999947e+00,3.000000000000000000e+00,1.234848500000000016e+00,1.707070708000000048e+00,1.564427166999999841e+00,1.239459335999999912e+00,0.000000000000000000e+00,5.765765910000000272e-01,1.810606062000000183e+00,7.678217889999999768e-01,7.857143129999999420e-01,1.255813956000000120e+00,5.238095369999999917e-01,3.000000000000000000e+00,3.000000000000000000e+00
