1542652006.067552,880.064453125,937.6387939453125,853.7448120117188,842.2299194335938
1542652006.0700648,852.0997924804688,927.7689208984375,878.4194946289062,838.9400024414062
1542652006.071693,835.6500244140625,924.4789428710938,898.1592407226562,786.3005981445312
1542652006.072366,845.5198974609375,927.7689208984375,896.5142822265625,789.590576171875
1542652006.100082,845.5198974609375,926.1239624023438,901.44921875,820.84521484375
1542652006.100679,852.0997924804688,931.0588989257812,891.579345703125,819.2001953125
1542652006.101103,855.3897705078125,934.3488159179688,878.4194946289062,834.0050048828125
1542652006.101557,843.8749389648438,935.9938354492188,896.5142822265625,840.5849609375
1542652006.1020029,848.8098754882812,937.6387939453125,894.8693237304688,830.715087890625
1542652006.102466,848.8098754882812,939.2837524414062,883.3544311523438,817.5552368164062
1542652006.102958,834.0050048828125,927.7689208984375,917.8990478515625,824.1351318359375
1542652006.103532,866.9046630859375,929.4138793945312,891.579345703125,840.5849609375
1542652006.104539,852.0997924804688,916.2540283203125,914.6090698242188,779.720703125
1542652006.105098,886.6444091796875,921.18896484375,896.5142822265625,812.6203002929688
1542652006.105957,848.8098754882812,921.18896484375,893.2243041992188,807.6853637695312
1542652006.106813,866.9046630859375,924.4789428710938,880.064453125,847.1648559570312
1542652006.131767,870.194580078125,924.4789428710938,880.064453125,814.2652587890625
1542652006.133937,850.454833984375,911.319091796875,929.4138793945312,761.6259155273438
1542652006.134722,876.7745361328125,926.1239624023438,1668.010009765625,3414.979248046875
1542652006.135166,832.3600463867188,911.319091796875,1819.3482666015625,3151.7822265625
1542652006.135561,863.6146850585938,914.6090698242188,1812.768310546875,3283.380859375
1542652006.136009,880.064453125,917.8990478515625,1727.2293701171875,3388.659423828125
1542652006.136535,873.4845581054688,906.3841552734375,1746.9691162109375,3204.421630859375
1542652006.137443,865.2596435546875,904.7391967773438,1727.2293701171875,3230.741455078125
1542652006.138648,852.0997924804688,904.7391967773438,1733.809326171875,3283.380859375
1542652006.1394901,825.7801513671875,896.5142822265625,1812.768310546875,3125.462646484375
1542652006.155194,863.6146850585938,904.7391967773438,1760.12890625,3230.741455078125
1542652006.155544,866.9046630859375,909.6741333007812,1687.7498779296875,3414.979248046875
1542652006.155933,837.2949829101562,898.1592407226562,1812.768310546875,3046.503662109375
1542652006.1562638,878.4194946289062,906.3841552734375,1806.1884765625,3099.14306640625
1542652006.1565912,865.2596435546875,912.964111328125,1720.6494140625,3388.659423828125
1542652006.156986,838.9400024414062,909.6741333007812,1733.809326171875,3309.700439453125
1542652006.198818,834.0050048828125,903.09423828125,1783.15869140625,3257.06103515625
1542652006.201756,850.454833984375,912.964111328125,860.32470703125,3414.979248046875
1542652006.2043872,837.2949829101562,908.0291748046875,871.839599609375,820.84521484375
