timestamp,label,alpha_absolute_ch1,alpha_absolute_ch2,alpha_absolute_ch3,alpha_absolute_ch4,beta_absolute_ch1,beta_absolute_ch2,beta_absolute_ch3,beta_absolute_ch4,delta_absolute_ch1,delta_absolute_ch2,delta_absolute_ch3,delta_absolute_ch4,theta_absolute_ch1,theta_absolute_ch2,theta_absolute_ch3,theta_absolute_ch4,gamma_absolute_ch1,gamma_absolute_ch2,gamma_absolute_ch3,gamma_absolute_ch4,alpha_relative_ch1,alpha_relative_ch2,alpha_relative_ch3,alpha_relative_ch4,beta_relative_ch1,beta_relative_ch2,beta_relative_ch3,beta_relative_ch4,delta_relative_ch1,delta_relative_ch2,delta_relative_ch3,delta_relative_ch4,theta_relative_ch1,theta_relative_ch2,theta_relative_ch3,theta_relative_ch4,gamma_relative_ch1,gamma_relative_ch2,gamma_relative_ch3,gamma_relative_ch4,alpha_session_score_ch1,alpha_session_score_ch2,alpha_session_score_ch3,alpha_session_score_ch4,beta_session_score_ch1,beta_session_score_ch2,beta_session_score_ch3,beta_session_score_ch4,delta_session_score_ch1,delta_session_score_ch2,delta_session_score_ch3,delta_session_score_ch4,theta_session_score_ch1,theta_session_score_ch2,theta_session_score_ch3,theta_session_score_ch4,gamma_session_score_ch1,gamma_session_score_ch2,gamma_session_score_ch3,gamma_session_score_ch4
1542652006,0,0,0.83432436,0.668079793,0,0,0.564514339,1.135055065,0,0,2.054217577,1.594715953,0,0,1.423723936,1.128953815,0,0,0.2239943,0.897141337,0,nan,0.044924814,0.05895929,nan,nan,0.024136608,0.172793522,nan,nan,0.745382905,0.497953057,nan,nan,0.174536318,0.170383021,nan,nan,0.011019357,0.099911109,nan,1,0.509803951,0,1,1,0.758620679,1,1,1,0.985074639,0.536585391,1,1,0.964912295,0.732142866,1,1,0.842105269,0.693548381,1
1542652006,0,0,0.83432436,0.668079793,0,0,0.55331105,1.135055065,0,0,2.057320595,1.594715953,0,0,1.4352175,1.128953815,0,0,0.213037819,0.897141337,0,nan,0.04451808,0.05895929,nan,nan,0.023308972,0.172793522,nan,nan,0.743930876,0.497953057,nan,nan,0.177594543,0.170383021,nan,nan,0.010647555,0.099911109,nan,1,0.509803951,0,1,1,0.703703701,1,1,1,0.985074639,0.536585391,1,1,0.982142866,0.732142866,1,1,0.789473712,0.693548381,1
1542652006,0,0,0.83432436,0.503107846,0,0,0.539413691,1.143558502,0,0,2.0522995,1.852995038,0,0,1.430254579,0.889506876,0,0,0.207897186,0.688911676,0,nan,0.045032736,0.031526394,nan,nan,0.022835875,0.13776058,nan,nan,0.743881106,0.705604851,nan,nan,0.177606359,0.076749109,nan,nan,0.010643909,0.048359092,nan,1,0.509803951,0,1,1,0.692307711,1,1,1,0.985074639,0.864197552,1,1,0.982142866,0.314814806,1,1,0.789473712,0.370967746,1
1542652006,0,0,0.83432436,0.603752553,0,0,0.523648083,1.13209188,0,0,2.030132055,1.799209237,0,0,1.406977534,0.82138741,0,0,0.205720797,0.703039169,0,nan,0.047261227,0.043540858,nan,nan,0.023111532,0.146972567,nan,nan,0.741844296,0.682894468,nan,nan,0.176668137,0.071867377,nan,nan,0.011114795,0.054724727,nan,1,0.509803951,0,1,1,0.615384638,1,1,1,0.955223858,0.802469134,1,1,0.928571403,0.185185179,1,1,0.736842096,0.387096763,1
1542652006,0,0,0.83432436,0.64716363,0,0,0.504470885,1.119283795,0,0,1.977242351,1.753257632,0,0,1.365951896,0.767562091,0,0,0.202560201,0.717052519,0,nan,0.052633159,0.052010551,nan,nan,0.024626687,0.154245198,nan,nan,0.731437743,0.664026618,nan,nan,0.179013997,0.068626195,nan,nan,0.012288398,0.061091438,nan,1,0.53061223,0,1,1,0.538461566,1,1,1,0.865671635,0.737500012,1,1,0.872727275,0.074074075,1,1,0.736842096,0.403225809,1
1542652007,0,0,0.83432436,0.684186876,0,0,0.476616591,1.102564812,0,0,1.886472225,1.714600325,0,0,1.304790497,0.723950624,0,0,0.189710289,0.728407264,0,nan,0.062910162,0.060426876,nan,nan,0.027606606,0.15834634,nan,nan,0.709363222,0.648102343,nan,nan,0.185860425,0.066220716,nan,nan,0.01425958,0.066903755,nan,1,0.5,0.083333336,1,1,0.423076928,1,1,1,0.727272749,0.6875,1,1,0.763636351,0,1,1,0.684210539,0.435483873,1
1542652007,0,0,0.833273709,0.727407038,0,0,0.431904137,1.08204639,0,0,1.757981062,1.676653504,0,0,1.234576106,0.689186454,0,0,0.159271434,0.733958006,0,nan,0.079767697,0.070968404,nan,nan,0.031656105,0.160584807,nan,nan,0.670709431,0.631410062,nan,nan,0.200969189,0.064989693,nan,nan,0.016897591,0.072047018,nan,1,0.5,0.130434781,1,1,0.269230783,0.9375,1,1,0.530303001,0.637499988,1,1,0.636363626,0,1,1,0.526315808,0.435483873,1
1542652007,0,0,0.801956236,0.753149629,0,0,0.365166575,1.059858322,0,0,1.598607779,1.636531115,0,0,1.1721071,0.66101706,0,0,0.106579006,0.735312343,0,nan,0.098293737,0.080385834,nan,nan,0.035953086,0.162887663,nan,nan,0.61542809,0.614555418,nan,nan,0.230503038,0.065019995,nan,nan,0.01982205,0.077151127,nan,1,0.434782594,0.195652172,1,1,0,0.870967746,1,1,0.303030312,0.587499976,1,1,0.5,0,1,1,0.166666672,0.435483873,1
1542652007,0,0,0.737099349,0.769329607,0,0,0.280049652,1.038832307,0,0,1.443345428,1.596724987,0,0,1.138180971,0.636396527,0,0,0.039225075,0.73956424,0,nan,0.109262988,0.088885412,nan,nan,0.03814375,0.165322959,nan,nan,0.555544794,0.597345948,nan,nan,0.275140643,0.065448157,nan,nan,0.021907803,0.082997523,nan,1,0.282608688,0.239130437,1,1,0,0.806451619,1,1,0.060606062,0.538461566,1,1,0.442307681,0,1,1,0,0.45161289,1
1542652007,0,0,0.737099349,0.769329607,0,0,0.280049652,1.020246506,0,0,1.443345428,1.565073729,0,0,1.138180971,0.616680205,0,0,0.039225075,0.751958668,0,nan,0.109262988,0.093505889,nan,nan,0.03814375,0.166631013,nan,nan,0.555544794,0.584228992,nan,nan,0.275140643,0.065794498,nan,nan,0.021907803,0.089839645,nan,1,0.288888901,0.239130437,1,1,0,0.741935492,1,1,0.060606062,0.5,1,1,0.442307681,0,1,1,0,0.467741936,1
1542652007,0,0,0.737099349,0.777204514,0,0,0.280049652,1.00513041,0,0,1.443345428,1.54517138,0,0,1.138180971,0.611821055,0,0,0.039225075,0.776783228,0,nan,0.109262988,0.097718999,nan,nan,0.03814375,0.16516,nan,nan,0.555544794,0.572724581,nan,nan,0.275140643,0.066772178,nan,nan,0.021907803,0.09762425,nan,1,0.288888901,0.239130437,1,1,0,0.677419364,1,1,0.060606062,0.474358976,1,1,0.442307681,0,1,1,0,0.5,1
1542652007,0,0,0.737099349,0.882216156,0,0,0.280049652,0.993114889,0,0,1.443345428,1.539454341,0,0,1.138180971,0.629599035,0,0,0.039225075,0.812600195,0,nan,0.109262988,0.121305078,nan,nan,0.03814375,0.156594932,nan,nan,0.555544794,0.550956249,nan,nan,0.275140643,0.067805029,nan,nan,0.021907803,0.103338711,nan,1,0.288888901,0.466666669,1,1,0,0.645161271,1,1,0.060606062,0.474358976,1,1,0.442307681,0,1,1,0,0.564516127,1
1542652007,0,0,0.733738005,1.006531358,0,0,0.249245644,0.982245803,0,0,1.39752996,1.550354838,0,0,1.083459377,0.662855566,0,0,0.039420761,0.852216125,0,nan,0.119358383,0.15156506,nan,nan,0.039116554,0.143322229,nan,nan,0.550357461,0.530179024,nan,nan,0.267038792,0.068694711,nan,nan,0.024128798,0.106238976,nan,1,0.288888901,0.733333349,1,1,0,0.612903237,1,1,0,0.480519474,1,1,0.313725501,0,1,1,0,0.629032254,1
1542652007,0,0,0.726446509,1.088183045,0,0,0.231282666,0.973617435,0,0,1.328454137,1.570750237,0,0,0.984702945,0.701349437,0,0,0.049336798,0.887111187,0,nan,0.136202291,0.171064481,nan,nan,0.043553244,0.131399661,nan,nan,0.544743419,0.519669294,nan,nan,0.246854365,0.070198245,nan,nan,0.028646704,0.107668333,nan,1,0.266666681,0.933333337,1,1,0,0.580645144,1,1,0,0.506493509,1,1,0.117647059,0.018181818,1,1,0.050000001,0.688524604,1
1542652007,0,0,0.716521502,1.13371253,0,0,0.223279953,0.950556517,0,0,1.235771298,1.551514983,0,0,0.874251842,0.693823695,0,0,0.061113231,0.925537944,0,nan,0.159088999,0.19028537,nan,nan,0.051097371,0.124809988,nan,nan,0.525883913,0.49797532,nan,nan,0.228754938,0.069106124,nan,nan,0.035174817,0.117823198,nan,1,0.244444445,1,1,1,0,0.516129017,1,1,0,0.480519474,1,1,0,0,1,1,0.100000001,0.754098356,1
1542652008,0,0,0.601902187,1.145368338,0,0,0.227666557,0.93195802,0,0,1.160946369,1.518618822,0,0,0.760735214,0.697674036,0,0,0.068840496,0.952517629,0,nan,0.14749597,0.201136664,nan,nan,0.062308107,0.123049796,nan,nan,0.53434813,0.475052565,nan,nan,0.212624431,0.07174588,nan,nan,0.043223355,0.129015103,nan,1,0,1,1,1,0,0.45161289,1,1,0,0.44155845,1,1,0,0,1,1,0.150000006,0.803278685,1
1542652008,0,0,0.475142121,1.150093555,0,0,0.23839955,0.921809435,0,0,1.126313806,1.497124076,0,0,0.670409918,0.718517601,0,0,0.067925334,0.971224785,0,nan,0.124720335,0.206302688,nan,nan,0.07230939,0.121960931,nan,nan,0.55861026,0.458707005,nan,nan,0.195526227,0.076371074,nan,nan,0.048833795,0.136658326,nan,1,0,1,1,1,0,0.419354826,1,1,0,0.402597398,1,1,0,0.056603774,1,1,0.150000006,0.83606559,1
1542652008,0,0,0.400619775,1.150093555,0,0,0.251651704,0.920018911,0,0,1.123625159,1.521139503,0,0,0.610355914,0.77024734,0,0,0.055221163,0.987853944,0,nan,0.110297181,0.198258787,nan,nan,0.078270182,0.116723344,nan,nan,0.582867503,0.465884537,nan,nan,0.178772435,0.082677275,nan,nan,0.049792714,0.136456057,nan,1,0,1,1,1,0,0.419354826,1,1,0,0.44155845,1,1,0,0.150943398,1,1,0.050000001,0.852459013,1
1542652008,0,0,0.374465644,1.150093555,0,0,0.261901647,0.924586475,0,0,1.145552635,1.597111464,0,0,0.560274124,0.852348983,0,0,0.031642992,1.005947828,0,nan,0.103488185,0.178081259,nan,nan,0.07985954,0.105952479,nan,nan,0.610910773,0.498466671,nan,nan,0.158744708,0.089716762,nan,nan,0.046996783,0.127782822,nan,1,0,1,1,1,0,0.433333337,1,1,0,0.526315808,1,1,0,0.301886797,1,1,0,0.885245919,1
